num samples: 10000
NUM_TRAIN_SAMPLES: 9999
NUM_TRAIN_BATCHES: 100
NUM_TEST_SAMPLES: 9999
NUM_TEST_BATCHES: 100
BATCH_SIZE: 100
HIDDEN_SIZE: 128
NUM_DYN_EPOCHS: 20
IS_CONTINUOUS: False
USE_MAX: False
../data/final/netrd/SIS/timeseries_ba20_10k_0.1.pickle
../data/final/edges_ba20.pickle
CONTINUATION: False
CONT_ADDRESS: D:\Uni\BA\ColabOutputs\ba20\2020-12-10T22_50_22.113418
SEED: 0
NUM_DYN_EPOCHS: 20
NUM_DYN_EPOCHS_INIT: 20
DETECT_EARLY_CONVERGENCE: False
RESET_DYN_LEARNER_EVERY_NTH_GEN: 1
POP_SIZE: 10
NEWPOP_SIZE: 40
NUM_GEN: 45
USE_NODEWISE_EVALUATION: False
USE_EVALEPOCH_FOR_GUIDED_MUTATION: False
USE_DETERMINISTIC_EVAL: False
FORMAT: timeseries
--------------------- Start training ------------------------
evaluating individudal 0 - 6d06be3a329eb804. Mean loss in evaluation epoch: 0.32334470748901367, epochs needed: 20
evaluating individudal 0 - 79ac64c2837c0b1c. Mean loss in evaluation epoch: 0.3187299370765686, epochs needed: 20
evaluating individudal 1 - 6e2e41636beee628. Mean loss in evaluation epoch: 0.3177033066749573, epochs needed: 20
evaluating individudal 2 - 387f12dd1215d3ef. Mean loss in evaluation epoch: 0.31823310256004333, epochs needed: 20
evaluating individudal 3 - ab5ff6cff2435f6e. Mean loss in evaluation epoch: 0.31754302978515625, epochs needed: 20
evaluating individudal 4 - c12f3b38afec2fe8. Mean loss in evaluation epoch: 0.31803789734840393, epochs needed: 20
evaluating individudal 5 - dd0f3f1f0271e9aa. Mean loss in evaluation epoch: 0.3197936415672302, epochs needed: 20
evaluating individudal 6 - 5e1f7c0a4eda9d68. Mean loss in evaluation epoch: 0.31995686888694763, epochs needed: 20
evaluating individudal 7 - d1bb5e2304239f50. Mean loss in evaluation epoch: 0.3184502124786377, epochs needed: 20
evaluating individudal 8 - 3a331ee8a439f9b1. Mean loss in evaluation epoch: 0.31972575187683105, epochs needed: 20
evaluating individudal 9 - 96d2fe7cc215ec13. Mean loss in evaluation epoch: 0.31907376646995544, epochs needed: 20
evaluating individudal 10 - e4e34ba4e7cc1a96. Mean loss in evaluation epoch: 0.31903907656669617, epochs needed: 20
evaluating individudal 11 - 228bc31ba4faaf7d. Mean loss in evaluation epoch: 0.32028231024742126, epochs needed: 20
evaluating individudal 12 - cdd87056e7b6cdf6. Mean loss in evaluation epoch: 0.32085761427879333, epochs needed: 20
evaluating individudal 13 - aff718a3b6f77cdf. Mean loss in evaluation epoch: 0.3194575011730194, epochs needed: 20
evaluating individudal 14 - d589897303e1c26d. Mean loss in evaluation epoch: 0.3181970417499542, epochs needed: 20
evaluating individudal 15 - 6125197c595724db. Mean loss in evaluation epoch: 0.31971630454063416, epochs needed: 20
evaluating individudal 16 - 448cf538d0e851b4. Mean loss in evaluation epoch: 0.31866535544395447, epochs needed: 20
evaluating individudal 17 - e0748bba43cc728c. Mean loss in evaluation epoch: 0.31734994053840637, epochs needed: 20
evaluating individudal 18 - 02c156d8b060892e. Mean loss in evaluation epoch: 0.3186808228492737, epochs needed: 20
evaluating individudal 19 - 476eeb8d08e33f5e. Mean loss in evaluation epoch: 0.319927453994751, epochs needed: 20
evaluating individudal 20 - 166dd4df4a0617ac. Mean loss in evaluation epoch: 0.3193017840385437, epochs needed: 20
evaluating individudal 21 - a851bbdaf5769470. Mean loss in evaluation epoch: 0.3187555968761444, epochs needed: 20
evaluating individudal 22 - 95b5b611b618db22. Mean loss in evaluation epoch: 0.31759577989578247, epochs needed: 20
evaluating individudal 23 - 00da2ead2a272d5e. Mean loss in evaluation epoch: 0.3198077082633972, epochs needed: 20
evaluating individudal 24 - 2e9d576a0514effb. Mean loss in evaluation epoch: 0.3185464143753052, epochs needed: 20
evaluating individudal 25 - 38c5ef9d54d79671. Mean loss in evaluation epoch: 0.32031577825546265, epochs needed: 20
evaluating individudal 26 - 8528a3ee94294e12. Mean loss in evaluation epoch: 0.3176114857196808, epochs needed: 20
evaluating individudal 27 - 026fcdb983fba16b. Mean loss in evaluation epoch: 0.3182092607021332, epochs needed: 20
evaluating individudal 28 - 900d4e020927a5e7. Mean loss in evaluation epoch: 0.3184175491333008, epochs needed: 20
evaluating individudal 29 - e7df2a328bc1e2d6. Mean loss in evaluation epoch: 0.3171822130680084, epochs needed: 20
evaluating individudal 30 - a2b46d43e2f5be07. Mean loss in evaluation epoch: 0.3180185556411743, epochs needed: 20
evaluating individudal 31 - 9076d17cc515c346. Mean loss in evaluation epoch: 0.31822502613067627, epochs needed: 20
evaluating individudal 32 - 702c6d7d35cda0e2. Mean loss in evaluation epoch: 0.3201740086078644, epochs needed: 20
evaluating individudal 33 - 0c60e823c5e5bc5d. Mean loss in evaluation epoch: 0.318411260843277, epochs needed: 20
evaluating individudal 34 - 1177d49dfe3de6c4. Mean loss in evaluation epoch: 0.3196565508842468, epochs needed: 20
evaluating individudal 35 - c5da2ca634870530. Mean loss in evaluation epoch: 0.3192614018917084, epochs needed: 20
evaluating individudal 36 - e2dd0d3d207056c1. Mean loss in evaluation epoch: 0.3203117251396179, epochs needed: 20
evaluating individudal 37 - bded508412e60152. Mean loss in evaluation epoch: 0.31804466247558594, epochs needed: 20
evaluating individudal 38 - a8092320a3a722ad. Mean loss in evaluation epoch: 0.3191176950931549, epochs needed: 20
evaluating individudal 39 - 53a21810af658aee. Mean loss in evaluation epoch: 0.3219640552997589, epochs needed: 20
evaluating individudal 0 - c576d5fcb826577f. Mean loss in evaluation epoch: 0.31634432077407837, epochs needed: 20
evaluating individudal 1 - 733d7775644e253f. Mean loss in evaluation epoch: 0.3164074122905731, epochs needed: 20
evaluating individudal 2 - c46d011eac38de5d. Mean loss in evaluation epoch: 0.3164568841457367, epochs needed: 20
evaluating individudal 3 - b42a0494cc4b6381. Mean loss in evaluation epoch: 0.3165947496891022, epochs needed: 20
evaluating individudal 4 - 63c650dc0bd70567. Mean loss in evaluation epoch: 0.3164590299129486, epochs needed: 20
evaluating individudal 5 - 3c2cdbb2d0b53202. Mean loss in evaluation epoch: 0.31697264313697815, epochs needed: 20
evaluating individudal 6 - 42fb19f421f5ac30. Mean loss in evaluation epoch: 0.3175625205039978, epochs needed: 20
evaluating individudal 7 - e14b4d4a333b66f4. Mean loss in evaluation epoch: 0.31658288836479187, epochs needed: 20
evaluating individudal 8 - 8d45746fcea3a9e6. Mean loss in evaluation epoch: 0.31674259901046753, epochs needed: 20
evaluating individudal 9 - 31d982d98e9a59c1. Mean loss in evaluation epoch: 0.31821417808532715, epochs needed: 20
Round 21 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: c576d5fcb826577f, num_times_seen_before: 1
ACC: 0.49473684210526314
TPR/FPR: 0.3055555555555556, 0.461038961038961
Loss: 0.31634432077407837
Timestamp: 12267.851390535005
---------------------------------------------------------------
evaluating individudal 0 - 924f574466742ca0. Mean loss in evaluation epoch: 0.31799155473709106, epochs needed: 20
evaluating individudal 1 - 74ac28b528d3f4fd. Mean loss in evaluation epoch: 0.32018882036209106, epochs needed: 20
evaluating individudal 2 - 201fc4e04082abc8. Mean loss in evaluation epoch: 0.31875261664390564, epochs needed: 20
evaluating individudal 3 - d95db5d1048959fe. Mean loss in evaluation epoch: 0.31806114315986633, epochs needed: 20
evaluating individudal 4 - f78983d148574f72. Mean loss in evaluation epoch: 0.31941965222358704, epochs needed: 20
evaluating individudal 5 - e28a2ec462df885b. Mean loss in evaluation epoch: 0.317987322807312, epochs needed: 20
evaluating individudal 6 - e2e764e6550e6530. Mean loss in evaluation epoch: 0.31792327761650085, epochs needed: 20
evaluating individudal 7 - 27d0ee7e00c25f86. Mean loss in evaluation epoch: 0.31902065873146057, epochs needed: 20
evaluating individudal 8 - b4fdb1805f3b3c60. Mean loss in evaluation epoch: 0.31929969787597656, epochs needed: 20
evaluating individudal 9 - 338822627391a965. Mean loss in evaluation epoch: 0.31843405961990356, epochs needed: 20
evaluating individudal 10 - 865298733d4f0b1c. Mean loss in evaluation epoch: 0.3207096755504608, epochs needed: 20
evaluating individudal 11 - 78fd18293f38353c. Mean loss in evaluation epoch: 0.3181997835636139, epochs needed: 20
evaluating individudal 12 - 4953299b1621d332. Mean loss in evaluation epoch: 0.31749778985977173, epochs needed: 20
evaluating individudal 13 - 91e22baf9a6f5b7a. Mean loss in evaluation epoch: 0.3232627809047699, epochs needed: 20
evaluating individudal 14 - 41efe555b4bcdf81. Mean loss in evaluation epoch: 0.32163000106811523, epochs needed: 20
evaluating individudal 15 - 2f04cfc16c05184a. Mean loss in evaluation epoch: 0.31911399960517883, epochs needed: 20
evaluating individudal 16 - dd3679f3de4189c2. Mean loss in evaluation epoch: 0.3207785487174988, epochs needed: 20
evaluating individudal 17 - 5d8f114dbf3ac948. Mean loss in evaluation epoch: 0.3185054063796997, epochs needed: 20
evaluating individudal 18 - 9d5ab6b382f94736. Mean loss in evaluation epoch: 0.3202275335788727, epochs needed: 20
evaluating individudal 19 - 75dd51e1bbe978ac. Mean loss in evaluation epoch: 0.317621111869812, epochs needed: 20
evaluating individudal 20 - 5997596e57deac18. Mean loss in evaluation epoch: 0.3181513845920563, epochs needed: 20
evaluating individudal 21 - 8dcae03c6c94d5aa. Mean loss in evaluation epoch: 0.3185403347015381, epochs needed: 20
evaluating individudal 22 - e79f6a72a5072085. Mean loss in evaluation epoch: 0.3193284571170807, epochs needed: 20
evaluating individudal 23 - 81226595d2f1543d. Mean loss in evaluation epoch: 0.3203173875808716, epochs needed: 20
evaluating individudal 24 - 245e14c6fa927a8a. Mean loss in evaluation epoch: 0.3181445896625519, epochs needed: 20
evaluating individudal 25 - ca956f63193b2080. Mean loss in evaluation epoch: 0.3181409537792206, epochs needed: 20
evaluating individudal 26 - 30b5066d212b50ed. Mean loss in evaluation epoch: 0.317188560962677, epochs needed: 20
evaluating individudal 27 - 8ba84eb08abba9e3. Mean loss in evaluation epoch: 0.3177356719970703, epochs needed: 20
evaluating individudal 28 - d942f5197fda76b3. Mean loss in evaluation epoch: 0.31758996844291687, epochs needed: 20
evaluating individudal 29 - a68be6881e8ca480. Mean loss in evaluation epoch: 0.31917205452919006, epochs needed: 20
evaluating individudal 30 - dd3f66fce130550c. Mean loss in evaluation epoch: 0.31714582443237305, epochs needed: 20
evaluating individudal 31 - c1d83f532e48468e. Mean loss in evaluation epoch: 0.31973177194595337, epochs needed: 20
evaluating individudal 32 - 8f3303a64aa8e2a8. Mean loss in evaluation epoch: 0.31761637330055237, epochs needed: 20
evaluating individudal 33 - c952db2026492b51. Mean loss in evaluation epoch: 0.3189621567726135, epochs needed: 20
evaluating individudal 34 - 262b4e6a1f8e7a1b. Mean loss in evaluation epoch: 0.31904956698417664, epochs needed: 20
evaluating individudal 35 - 9c8b7e12b64a2381. Mean loss in evaluation epoch: 0.31916120648384094, epochs needed: 20
evaluating individudal 36 - 6a0279aa64eb161c. Mean loss in evaluation epoch: 0.32180255651474, epochs needed: 20
evaluating individudal 37 - 913f5e3e81bc04de. Mean loss in evaluation epoch: 0.320665568113327, epochs needed: 20
evaluating individudal 38 - 77b889e33316eeb7. Mean loss in evaluation epoch: 0.31964120268821716, epochs needed: 20
evaluating individudal 39 - 8c560ce92fdb37f9. Mean loss in evaluation epoch: 0.3201265335083008, epochs needed: 20
evaluating individudal 0 - c576d5fcb826577f. Mean loss in evaluation epoch: 0.3164813220500946, epochs needed: 20
evaluating individudal 1 - 733d7775644e253f. Mean loss in evaluation epoch: 0.31636708974838257, epochs needed: 20
evaluating individudal 2 - c46d011eac38de5d. Mean loss in evaluation epoch: 0.31652721762657166, epochs needed: 20
evaluating individudal 3 - 63c650dc0bd70567. Mean loss in evaluation epoch: 0.3164738714694977, epochs needed: 20
evaluating individudal 4 - e14b4d4a333b66f4. Mean loss in evaluation epoch: 0.31646376848220825, epochs needed: 20
evaluating individudal 5 - b42a0494cc4b6381. Mean loss in evaluation epoch: 0.31662288308143616, epochs needed: 20
evaluating individudal 6 - 8d45746fcea3a9e6. Mean loss in evaluation epoch: 0.3171371519565582, epochs needed: 20
evaluating individudal 7 - 3c2cdbb2d0b53202. Mean loss in evaluation epoch: 0.31716281175613403, epochs needed: 20
evaluating individudal 8 - e7df2a328bc1e2d6. Mean loss in evaluation epoch: 0.31737712025642395, epochs needed: 20
evaluating individudal 9 - e0748bba43cc728c. Mean loss in evaluation epoch: 0.3179306983947754, epochs needed: 20
Round 22 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 733d7775644e253f, num_times_seen_before: 2
ACC: 0.43157894736842106
TPR/FPR: 0.5, 0.5844155844155844
Loss: 0.31636708974838257
Timestamp: 12788.617655417998
---------------------------------------------------------------
evaluating individudal 0 - 189f1c2c288fe828. Mean loss in evaluation epoch: 0.3195650279521942, epochs needed: 20
evaluating individudal 1 - 35f571146f79d6e2. Mean loss in evaluation epoch: 0.3189217448234558, epochs needed: 20
evaluating individudal 2 - dd1e48ced663f71f. Mean loss in evaluation epoch: 0.31754574179649353, epochs needed: 20
evaluating individudal 3 - 94c30df3f7c79861. Mean loss in evaluation epoch: 0.3188016414642334, epochs needed: 20
evaluating individudal 4 - 70d113422b8e2aef. Mean loss in evaluation epoch: 0.3180156946182251, epochs needed: 20
evaluating individudal 5 - 76c02b9f8864cbb2. Mean loss in evaluation epoch: 0.3191641867160797, epochs needed: 20
evaluating individudal 6 - 137707452ebfec5f. Mean loss in evaluation epoch: 0.31744301319122314, epochs needed: 20
evaluating individudal 7 - 81f663027a33b085. Mean loss in evaluation epoch: 0.32012197375297546, epochs needed: 20
evaluating individudal 8 - f50d25d673dc2495. Mean loss in evaluation epoch: 0.3167373239994049, epochs needed: 20
evaluating individudal 9 - e8b1c8177f22a8d7. Mean loss in evaluation epoch: 0.31862005591392517, epochs needed: 20
evaluating individudal 10 - 155e866f1dc963e4. Mean loss in evaluation epoch: 0.31669145822525024, epochs needed: 20
evaluating individudal 11 - 461e2a87e8f673ef. Mean loss in evaluation epoch: 0.31734758615493774, epochs needed: 20
evaluating individudal 12 - 9c607a9a99db72aa. Mean loss in evaluation epoch: 0.31957536935806274, epochs needed: 20
evaluating individudal 13 - 9d0a5e30bf034888. Mean loss in evaluation epoch: 0.31823185086250305, epochs needed: 20
evaluating individudal 14 - 990b6037088d4f92. Mean loss in evaluation epoch: 0.3176090121269226, epochs needed: 20
evaluating individudal 15 - 4185f067cf37e5df. Mean loss in evaluation epoch: 0.3173975646495819, epochs needed: 20
evaluating individudal 16 - 12a246f9f55dab18. Mean loss in evaluation epoch: 0.31656414270401, epochs needed: 20
evaluating individudal 17 - c68d5a0bab5c7207. Mean loss in evaluation epoch: 0.31735891103744507, epochs needed: 20
evaluating individudal 18 - 5b85e94bf40839ff. Mean loss in evaluation epoch: 0.3189038038253784, epochs needed: 20
evaluating individudal 19 - 338a0b53e6fa7479. Mean loss in evaluation epoch: 0.31770583987236023, epochs needed: 20
evaluating individudal 20 - 48e2568bf69c73c0. Mean loss in evaluation epoch: 0.3186914324760437, epochs needed: 20
evaluating individudal 21 - c6390b72e5d846fc. Mean loss in evaluation epoch: 0.32012370228767395, epochs needed: 20
evaluating individudal 22 - 3043f54907aee0ba. Mean loss in evaluation epoch: 0.31700506806373596, epochs needed: 20
evaluating individudal 23 - 77608164c9a7e569. Mean loss in evaluation epoch: 0.31685492396354675, epochs needed: 20
evaluating individudal 24 - a44d0ec0d7cf452d. Mean loss in evaluation epoch: 0.3178969919681549, epochs needed: 20
evaluating individudal 25 - 7758975d2c55db5c. Mean loss in evaluation epoch: 0.3178885281085968, epochs needed: 20
evaluating individudal 26 - 8f7417aa5129bacd. Mean loss in evaluation epoch: 0.3197075426578522, epochs needed: 20
evaluating individudal 27 - 4e021041d6446243. Mean loss in evaluation epoch: 0.31777843832969666, epochs needed: 20
evaluating individudal 28 - 1378b53f2068689a. Mean loss in evaluation epoch: 0.3187219500541687, epochs needed: 20
evaluating individudal 29 - 55f45cf33052d1f4. Mean loss in evaluation epoch: 0.31835705041885376, epochs needed: 20
evaluating individudal 30 - 6fa773edb1deeeec. Mean loss in evaluation epoch: 0.31866922974586487, epochs needed: 20
evaluating individudal 31 - b5f965d3ef295063. Mean loss in evaluation epoch: 0.317483127117157, epochs needed: 20
evaluating individudal 32 - 0ae8fbf84899c98f. Mean loss in evaluation epoch: 0.3179066777229309, epochs needed: 20
evaluating individudal 33 - e3393043dccaeada. Mean loss in evaluation epoch: 0.3186432719230652, epochs needed: 20
evaluating individudal 34 - 2571af5c64cc3b2c. Mean loss in evaluation epoch: 0.3172558844089508, epochs needed: 20
evaluating individudal 35 - 95b9cc797b754496. Mean loss in evaluation epoch: 0.31721967458724976, epochs needed: 20
evaluating individudal 36 - 15514fb9d98243dd. Mean loss in evaluation epoch: 0.3218398094177246, epochs needed: 20
evaluating individudal 37 - 0182226577108514. Mean loss in evaluation epoch: 0.3183014988899231, epochs needed: 20
evaluating individudal 38 - 3351cc9aa51d5e89. Mean loss in evaluation epoch: 0.31950733065605164, epochs needed: 20
evaluating individudal 39 - 0501b4b178994a9c. Mean loss in evaluation epoch: 0.3194253146648407, epochs needed: 20
evaluating individudal 0 - 733d7775644e253f. Mean loss in evaluation epoch: 0.31686002016067505, epochs needed: 20
evaluating individudal 1 - e14b4d4a333b66f4. Mean loss in evaluation epoch: 0.31655994057655334, epochs needed: 20
evaluating individudal 2 - 63c650dc0bd70567. Mean loss in evaluation epoch: 0.31650590896606445, epochs needed: 20
evaluating individudal 3 - c576d5fcb826577f. Mean loss in evaluation epoch: 0.31656160950660706, epochs needed: 20
evaluating individudal 4 - c46d011eac38de5d. Mean loss in evaluation epoch: 0.316184937953949, epochs needed: 20
evaluating individudal 5 - b42a0494cc4b6381. Mean loss in evaluation epoch: 0.31646013259887695, epochs needed: 20
evaluating individudal 6 - 8d45746fcea3a9e6. Mean loss in evaluation epoch: 0.3167809844017029, epochs needed: 20
evaluating individudal 7 - dd3f66fce130550c. Mean loss in evaluation epoch: 0.317504346370697, epochs needed: 20
evaluating individudal 8 - 3c2cdbb2d0b53202. Mean loss in evaluation epoch: 0.31767135858535767, epochs needed: 20
evaluating individudal 9 - 30b5066d212b50ed. Mean loss in evaluation epoch: 0.3173949718475342, epochs needed: 20
Round 23 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: c46d011eac38de5d, num_times_seen_before: 2
ACC: 0.5105263157894737
TPR/FPR: 0.5277777777777778, 0.4935064935064935
Loss: 0.316184937953949
Timestamp: 13309.726595755004
---------------------------------------------------------------
evaluating individudal 0 - 7f37cfd090165266. Mean loss in evaluation epoch: 0.3182636499404907, epochs needed: 20
evaluating individudal 1 - 3bc0d012c5b0963c. Mean loss in evaluation epoch: 0.31933358311653137, epochs needed: 20
evaluating individudal 2 - 6803765e850f5158. Mean loss in evaluation epoch: 0.31759893894195557, epochs needed: 20
evaluating individudal 3 - 4c86bc45f3232de8. Mean loss in evaluation epoch: 0.31917163729667664, epochs needed: 20
evaluating individudal 4 - ccf0892a2fc98ce5. Mean loss in evaluation epoch: 0.3185220956802368, epochs needed: 20
evaluating individudal 5 - eeceab30e6c7ab57. Mean loss in evaluation epoch: 0.3221161961555481, epochs needed: 20
evaluating individudal 6 - 8d02e875d74e3dc9. Mean loss in evaluation epoch: 0.3214448392391205, epochs needed: 20
evaluating individudal 7 - 32b802353dc6cfb7. Mean loss in evaluation epoch: 0.3189114034175873, epochs needed: 20
evaluating individudal 8 - d8ff90f42044208d. Mean loss in evaluation epoch: 0.31916698813438416, epochs needed: 20
evaluating individudal 9 - 35216bfa6fc50b70. Mean loss in evaluation epoch: 0.31778281927108765, epochs needed: 20
evaluating individudal 10 - 4ab6e1e76040cd2a. Mean loss in evaluation epoch: 0.31883737444877625, epochs needed: 20
evaluating individudal 11 - 5dcaa2850c856289. Mean loss in evaluation epoch: 0.318037211894989, epochs needed: 20
evaluating individudal 12 - e8547ef027fa955d. Mean loss in evaluation epoch: 0.3186308741569519, epochs needed: 20
evaluating individudal 13 - faa2d8f48f94cdb9. Mean loss in evaluation epoch: 0.3180157244205475, epochs needed: 20
evaluating individudal 14 - 439679278cab1094. Mean loss in evaluation epoch: 0.32037824392318726, epochs needed: 20
evaluating individudal 15 - b04c7b5d9fd078fc. Mean loss in evaluation epoch: 0.3183174431324005, epochs needed: 20
evaluating individudal 16 - 6291b074e17d9274. Mean loss in evaluation epoch: 0.31990671157836914, epochs needed: 20
evaluating individudal 17 - 0d123268a3bd9a28. Mean loss in evaluation epoch: 0.3173885941505432, epochs needed: 20
evaluating individudal 18 - 26e1d9e3b8d19b80. Mean loss in evaluation epoch: 0.3185980021953583, epochs needed: 20
evaluating individudal 19 - d228a0a367c796c1. Mean loss in evaluation epoch: 0.3195461332798004, epochs needed: 20
evaluating individudal 20 - bd1c1ef32d0128fb. Mean loss in evaluation epoch: 0.3176899552345276, epochs needed: 20
evaluating individudal 21 - 15b930860a02e1fb. Mean loss in evaluation epoch: 0.3193853199481964, epochs needed: 20
evaluating individudal 22 - c3d6a106879c9c56. Mean loss in evaluation epoch: 0.31944072246551514, epochs needed: 20
evaluating individudal 23 - 1be6010f05b3d817. Mean loss in evaluation epoch: 0.3190544545650482, epochs needed: 20
evaluating individudal 24 - 985cbc2244f3bc3b. Mean loss in evaluation epoch: 0.3185863196849823, epochs needed: 20
evaluating individudal 25 - 8c1322a01b3ba44a. Mean loss in evaluation epoch: 0.31751924753189087, epochs needed: 20
evaluating individudal 26 - 0171bca53f5c338a. Mean loss in evaluation epoch: 0.3189789950847626, epochs needed: 20
evaluating individudal 27 - efa8f6ba7c30a31c. Mean loss in evaluation epoch: 0.3186507225036621, epochs needed: 20
evaluating individudal 28 - 16e11cb1338fabb9. Mean loss in evaluation epoch: 0.31694966554641724, epochs needed: 20
evaluating individudal 29 - f2d333f7487472e9. Mean loss in evaluation epoch: 0.31811660528182983, epochs needed: 20
evaluating individudal 30 - 83d0015da0ce6680. Mean loss in evaluation epoch: 0.3173193037509918, epochs needed: 20
evaluating individudal 31 - f74e76dbfd51ac99. Mean loss in evaluation epoch: 0.31977710127830505, epochs needed: 20
evaluating individudal 32 - a4d1d71473c25061. Mean loss in evaluation epoch: 0.31826186180114746, epochs needed: 20
evaluating individudal 33 - 9a3b999c5f9cc037. Mean loss in evaluation epoch: 0.31822532415390015, epochs needed: 20
evaluating individudal 34 - f7f0aef56230e239. Mean loss in evaluation epoch: 0.3214104473590851, epochs needed: 20
evaluating individudal 35 - 0369bb663cb8b8e5. Mean loss in evaluation epoch: 0.31887394189834595, epochs needed: 20
evaluating individudal 36 - 9e33f8abd33e79f9. Mean loss in evaluation epoch: 0.31878116726875305, epochs needed: 20
evaluating individudal 37 - 6703a68edad50474. Mean loss in evaluation epoch: 0.3189997673034668, epochs needed: 20
evaluating individudal 38 - 1c338a298daadbc6. Mean loss in evaluation epoch: 0.31742948293685913, epochs needed: 20
evaluating individudal 39 - 6337602a90e7bfae. Mean loss in evaluation epoch: 0.31982290744781494, epochs needed: 20
evaluating individudal 0 - c46d011eac38de5d. Mean loss in evaluation epoch: 0.31662577390670776, epochs needed: 20
evaluating individudal 1 - b42a0494cc4b6381. Mean loss in evaluation epoch: 0.31634482741355896, epochs needed: 20
evaluating individudal 2 - 63c650dc0bd70567. Mean loss in evaluation epoch: 0.317139208316803, epochs needed: 20
evaluating individudal 3 - e14b4d4a333b66f4. Mean loss in evaluation epoch: 0.31678682565689087, epochs needed: 20
evaluating individudal 4 - c576d5fcb826577f. Mean loss in evaluation epoch: 0.31707751750946045, epochs needed: 20
evaluating individudal 5 - 12a246f9f55dab18. Mean loss in evaluation epoch: 0.31653040647506714, epochs needed: 20
evaluating individudal 6 - 155e866f1dc963e4. Mean loss in evaluation epoch: 0.3177455961704254, epochs needed: 20
evaluating individudal 7 - f50d25d673dc2495. Mean loss in evaluation epoch: 0.31674739718437195, epochs needed: 20
evaluating individudal 8 - 8d45746fcea3a9e6. Mean loss in evaluation epoch: 0.31670597195625305, epochs needed: 20
evaluating individudal 9 - 77608164c9a7e569. Mean loss in evaluation epoch: 0.3170132637023926, epochs needed: 20
Round 24 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: b42a0494cc4b6381, num_times_seen_before: 1
ACC: 0.42105263157894735
TPR/FPR: 0.5, 0.5974025974025974
Loss: 0.31634482741355896
Timestamp: 13830.287953742001
---------------------------------------------------------------
evaluating individudal 0 - 85f0314fb86d2738. Mean loss in evaluation epoch: 0.3196222484111786, epochs needed: 20
evaluating individudal 1 - df65d32b6eae0b82. Mean loss in evaluation epoch: 0.31833091378211975, epochs needed: 20
evaluating individudal 2 - bba8f761b89d4d39. Mean loss in evaluation epoch: 0.31890034675598145, epochs needed: 20
evaluating individudal 3 - 95b073fdf1b36754. Mean loss in evaluation epoch: 0.3194669187068939, epochs needed: 20
evaluating individudal 4 - ad65118a4d90d3d9. Mean loss in evaluation epoch: 0.3194431662559509, epochs needed: 20
evaluating individudal 5 - fa81161bf2d6fcaf. Mean loss in evaluation epoch: 0.3188028037548065, epochs needed: 20
evaluating individudal 6 - c0978e927a6fce6f. Mean loss in evaluation epoch: 0.31918591260910034, epochs needed: 20
evaluating individudal 7 - 6ec767667b771812. Mean loss in evaluation epoch: 0.3183480501174927, epochs needed: 20
evaluating individudal 8 - 4f2efab9732240d4. Mean loss in evaluation epoch: 0.3179144859313965, epochs needed: 20
evaluating individudal 9 - 26131d6978bc70af. Mean loss in evaluation epoch: 0.3192974925041199, epochs needed: 20
evaluating individudal 10 - 86894d5f9a567ba4. Mean loss in evaluation epoch: 0.31757742166519165, epochs needed: 20
evaluating individudal 11 - bb53e2b62758300a. Mean loss in evaluation epoch: 0.3195682764053345, epochs needed: 20
evaluating individudal 12 - 2e71f6de5d7fa046. Mean loss in evaluation epoch: 0.318175345659256, epochs needed: 20
evaluating individudal 13 - bfb673909853953f. Mean loss in evaluation epoch: 0.3188401460647583, epochs needed: 20
evaluating individudal 14 - 6a4dc96c71acedd2. Mean loss in evaluation epoch: 0.3168458938598633, epochs needed: 20
evaluating individudal 15 - 609e323b96a1e8c6. Mean loss in evaluation epoch: 0.3178395628929138, epochs needed: 20
evaluating individudal 16 - 839a1e6836fab37c. Mean loss in evaluation epoch: 0.3191990554332733, epochs needed: 20
evaluating individudal 17 - cd3018dc22f3be0d. Mean loss in evaluation epoch: 0.3193759322166443, epochs needed: 20
evaluating individudal 18 - c8e7296c4301cabb. Mean loss in evaluation epoch: 0.3172985911369324, epochs needed: 20
evaluating individudal 19 - 44297e2ccb2b654e. Mean loss in evaluation epoch: 0.31753775477409363, epochs needed: 20
evaluating individudal 20 - 09a75bd80841f4a6. Mean loss in evaluation epoch: 0.319161593914032, epochs needed: 20
evaluating individudal 21 - 9491199afb0310ff. Mean loss in evaluation epoch: 0.3183223605155945, epochs needed: 20
evaluating individudal 22 - 74164ce32e28109b. Mean loss in evaluation epoch: 0.3178696036338806, epochs needed: 20
evaluating individudal 23 - 63100f2651f8cc8e. Mean loss in evaluation epoch: 0.32006266713142395, epochs needed: 20
evaluating individudal 24 - fb97b4733a14939f. Mean loss in evaluation epoch: 0.3196439743041992, epochs needed: 20
evaluating individudal 25 - 5746dafc389e67bf. Mean loss in evaluation epoch: 0.3188064992427826, epochs needed: 20
evaluating individudal 26 - bef47f18993a0e1a. Mean loss in evaluation epoch: 0.3185519874095917, epochs needed: 20
evaluating individudal 27 - 921a6fbfadd43d0f. Mean loss in evaluation epoch: 0.3182593882083893, epochs needed: 20
evaluating individudal 28 - 6f92d05757e0cc01. Mean loss in evaluation epoch: 0.3183881640434265, epochs needed: 20
