num samples: 1000
NUM_TRAIN_SAMPLES: 1000
NUM_TRAIN_BATCHES: 10
NUM_TEST_SAMPLES: 1000
NUM_TEST_BATCHES: 10
BATCH_SIZE: 100
HIDDEN_SIZE: 128
NUM_DYN_EPOCHS: 50
IS_CONTINUOUS: True
USE_MAX: False
../data/final/cml/timeseries_ba20_1k_4_restart.pickle
../data/final/edges_ba20.pickle
CONTINUATION: False
CONT_ADDRESS: D:\Uni\BA\ColabOutputs\ba20\2020-12-10T22_50_22.113418
SEED: 0
NUM_DYN_EPOCHS: 50
NUM_DYN_EPOCHS_INIT: 200
DETECT_EARLY_CONVERGENCE: False
RESET_DYN_LEARNER_EVERY_NTH_GEN: 5
POP_SIZE: 10
NEWPOP_SIZE: 40
NUM_GEN: 45
USE_NODEWISE_EVALUATION: False
USE_EVALEPOCH_FOR_GUIDED_MUTATION: False
USE_DETERMINISTIC_EVAL: False
FORMAT: standard
--------------------- Start training ------------------------
evaluating individudal 0 - e78a65b70d3193a8. Mean loss in evaluation epoch: 0.1147635206580162, epochs needed: 200
evaluating individudal 35 - 90c70d54a678c881. Mean loss in evaluation epoch: 0.08732866495847702, epochs needed: 50
evaluating individudal 36 - 27a32902b42d4927. Mean loss in evaluation epoch: 0.0932198166847229, epochs needed: 50
evaluating individudal 37 - 4207fce86a4ae3c2. Mean loss in evaluation epoch: 0.09253761172294617, epochs needed: 50
evaluating individudal 38 - 39c6c6ab76e5dd34. Mean loss in evaluation epoch: 0.08248957246541977, epochs needed: 50
evaluating individudal 39 - 0364a268ad6c11ce. Mean loss in evaluation epoch: 0.09675668925046921, epochs needed: 50
evaluating individudal 0 - 184d2f3de8468cdb. Mean loss in evaluation epoch: 0.0852997824549675, epochs needed: 50
evaluating individudal 1 - 504feb8e76d6bc39. Mean loss in evaluation epoch: 0.09345045685768127, epochs needed: 50
evaluating individudal 2 - d1f409ccc1ccef68. Mean loss in evaluation epoch: 0.09120059758424759, epochs needed: 50
evaluating individudal 3 - 178cca430973e74a. Mean loss in evaluation epoch: 0.09349658340215683, epochs needed: 50
evaluating individudal 4 - 7d613e2c06574002. Mean loss in evaluation epoch: 0.09101267904043198, epochs needed: 50
evaluating individudal 5 - b09cd9101aebc430. Mean loss in evaluation epoch: 0.09200290590524673, epochs needed: 50
evaluating individudal 6 - 0a4ff72ea722cc20. Mean loss in evaluation epoch: 0.09502553194761276, epochs needed: 50
evaluating individudal 7 - fedfb0501e8f7f2b. Mean loss in evaluation epoch: 0.09828394651412964, epochs needed: 50
evaluating individudal 8 - ff006f97da7517e4. Mean loss in evaluation epoch: 0.08907564729452133, epochs needed: 50
evaluating individudal 9 - 4a25d15b13933659. Mean loss in evaluation epoch: 0.09397822618484497, epochs needed: 50
Round 9 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 62daf4ee6a40a1d5, num_times_seen_before: 0
ACC: 0.9263157894736842
TPR/FPR: 1.0, 0.09090909090909091
Loss: 0.07270157337188721
Timestamp: 10057.08977797802
---------------------------------------------------------------
evaluating individudal 0 - 0a44ace7d12d5d3f. Mean loss in evaluation epoch: 0.09134510159492493, epochs needed: 50
evaluating individudal 1 - c02fc6c28a330b9b. Mean loss in evaluation epoch: 0.07827088981866837, epochs needed: 50
evaluating individudal 2 - 827816ac71dcb8db. Mean loss in evaluation epoch: 0.09454257786273956, epochs needed: 50
evaluating individudal 3 - c2bc0af77c426125. Mean loss in evaluation epoch: 0.07172151654958725, epochs needed: 50
evaluating individudal 4 - 172b942f958ddb3f. Mean loss in evaluation epoch: 0.08550193160772324, epochs needed: 50
evaluating individudal 5 - a60ac3edf552cca9. Mean loss in evaluation epoch: 0.06836452335119247, epochs needed: 50
evaluating individudal 6 - 538518d7cbd0edef. Mean loss in evaluation epoch: 0.09310872107744217, epochs needed: 50
evaluating individudal 7 - daa8ead81666be56. Mean loss in evaluation epoch: 0.07801421731710434, epochs needed: 50
evaluating individudal 8 - fd5fa971d9553d5a. Mean loss in evaluation epoch: 0.09909839928150177, epochs needed: 50
evaluating individudal 9 - 28c3c07746fc36b8. Mean loss in evaluation epoch: 0.08714942634105682, epochs needed: 50
evaluating individudal 10 - 37844ff9f2e6b39a. Mean loss in evaluation epoch: 0.0885334387421608, epochs needed: 50
evaluating individudal 11 - 206861472db215dc. Mean loss in evaluation epoch: 0.0846371054649353, epochs needed: 50
evaluating individudal 12 - 05ca85cae080e135. Mean loss in evaluation epoch: 0.10020644962787628, epochs needed: 50
evaluating individudal 13 - d2bb44c30fee9ce6. Mean loss in evaluation epoch: 0.08720236271619797, epochs needed: 50
evaluating individudal 14 - bd321bf166a2d3ed. Mean loss in evaluation epoch: 0.089056596159935, epochs needed: 50
evaluating individudal 15 - 8169ccdfb0ff76bf. Mean loss in evaluation epoch: 0.09863821417093277, epochs needed: 50
evaluating individudal 16 - 96b779b1179d89b8. Mean loss in evaluation epoch: 0.09206761419773102, epochs needed: 50
evaluating individudal 17 - b9bfbce50e41d4c7. Mean loss in evaluation epoch: 0.09492796659469604, epochs needed: 50
evaluating individudal 18 - 6dd05f3003320e5d. Mean loss in evaluation epoch: 0.0914871096611023, epochs needed: 50
evaluating individudal 19 - 429db3b6544b5fd6. Mean loss in evaluation epoch: 0.09506049007177353, epochs needed: 50
evaluating individudal 20 - d5a033909dabcf39. Mean loss in evaluation epoch: 0.09677805006504059, epochs needed: 50
evaluating individudal 21 - 21aeea62b708ba40. Mean loss in evaluation epoch: 0.0938001498579979, epochs needed: 50
evaluating individudal 22 - 09bb41b4fc5640fd. Mean loss in evaluation epoch: 0.09231080114841461, epochs needed: 50
evaluating individudal 23 - c15ddd16ff03568e. Mean loss in evaluation epoch: 0.08316819369792938, epochs needed: 50
evaluating individudal 24 - 7bdddabd6a4dea66. Mean loss in evaluation epoch: 0.0733022540807724, epochs needed: 50
evaluating individudal 25 - fd64f20cb378f6a1. Mean loss in evaluation epoch: 0.09785402566194534, epochs needed: 50
evaluating individudal 26 - 7c90241a5e5773e2. Mean loss in evaluation epoch: 0.0876060500741005, epochs needed: 50
evaluating individudal 27 - 35d2bf4db59bbbc8. Mean loss in evaluation epoch: 0.09444262832403183, epochs needed: 50
evaluating individudal 28 - 69eac021437ff273. Mean loss in evaluation epoch: 0.0724501684308052, epochs needed: 50
evaluating individudal 29 - 2db5c0262bab2f9a. Mean loss in evaluation epoch: 0.07861126959323883, epochs needed: 50
evaluating individudal 30 - f8e5c4cc098aa33e. Mean loss in evaluation epoch: 0.09304060786962509, epochs needed: 50
evaluating individudal 31 - d5a139a8a564c309. Mean loss in evaluation epoch: 0.09083627909421921, epochs needed: 50
evaluating individudal 32 - 82650c4b00e0ee98. Mean loss in evaluation epoch: 0.097380131483078, epochs needed: 50
evaluating individudal 33 - d23c328c2da980fd. Mean loss in evaluation epoch: 0.09482138603925705, epochs needed: 50
evaluating individudal 34 - 3a0c57a82a6af52d. Mean loss in evaluation epoch: 0.08655007183551788, epochs needed: 50
evaluating individudal 35 - d3866ac998352c48. Mean loss in evaluation epoch: 0.09265434741973877, epochs needed: 50
evaluating individudal 36 - ef739781aa9026e3. Mean loss in evaluation epoch: 0.07218359410762787, epochs needed: 50
evaluating individudal 37 - 7ee583927d7a9a2f. Mean loss in evaluation epoch: 0.08683501929044724, epochs needed: 50
evaluating individudal 38 - d7dcdeeb7521b0dd. Mean loss in evaluation epoch: 0.08954664319753647, epochs needed: 50
evaluating individudal 39 - c08a8d6eba820e92. Mean loss in evaluation epoch: 0.08693402260541916, epochs needed: 50
evaluating individudal 0 - 62daf4ee6a40a1d5. Mean loss in evaluation epoch: 0.07179851084947586, epochs needed: 50
evaluating individudal 1 - 27a9955f84faa6b3. Mean loss in evaluation epoch: 0.07673313468694687, epochs needed: 50
evaluating individudal 2 - 39c6c6ab76e5dd34. Mean loss in evaluation epoch: 0.08041498064994812, epochs needed: 50
evaluating individudal 3 - 25f9887decfdcd17. Mean loss in evaluation epoch: 0.07591582834720612, epochs needed: 50
evaluating individudal 4 - 82ca41e4c2dce4ec. Mean loss in evaluation epoch: 0.08105898648500443, epochs needed: 50
evaluating individudal 5 - 1499766b60ef95af. Mean loss in evaluation epoch: 0.08199279010295868, epochs needed: 50
evaluating individudal 6 - fcc52cc23445a7ad. Mean loss in evaluation epoch: 0.08359706401824951, epochs needed: 50
evaluating individudal 7 - 184d2f3de8468cdb. Mean loss in evaluation epoch: 0.0824856385588646, epochs needed: 50
evaluating individudal 8 - fdf0d4cd076d0a63. Mean loss in evaluation epoch: 0.08293597400188446, epochs needed: 50
evaluating individudal 9 - 8a51a53a892f88c0. Mean loss in evaluation epoch: 0.08408921211957932, epochs needed: 50
Round 10 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: a60ac3edf552cca9, num_times_seen_before: 0
ACC: 0.9368421052631579
TPR/FPR: 1.0, 0.07792207792207792
Loss: 0.06836452335119247
Timestamp: 10718.09255058202
---------------------------------------------------------------
evaluating individudal 0 - 931064564180c164. Mean loss in evaluation epoch: 0.10745026916265488, epochs needed: 200
evaluating individudal 1 - 31a14d6c895af59c. Mean loss in evaluation epoch: 0.10029958933591843, epochs needed: 200
evaluating individudal 2 - 3110ec5cd4ff513f. Mean loss in evaluation epoch: 0.10822560638189316, epochs needed: 200
evaluating individudal 3 - 7018280300f7ff83. Mean loss in evaluation epoch: 0.08652901649475098, epochs needed: 200
evaluating individudal 4 - e0314652960b35e3. Mean loss in evaluation epoch: 0.08965896815061569, epochs needed: 200
evaluating individudal 5 - 0dd71150abb93172. Mean loss in evaluation epoch: 0.10242565721273422, epochs needed: 200
evaluating individudal 6 - 8449bf63a5c11073. Mean loss in evaluation epoch: 0.08734636753797531, epochs needed: 200
evaluating individudal 7 - b3c8755d4659ea44. Mean loss in evaluation epoch: 0.11679817736148834, epochs needed: 200
evaluating individudal 8 - 9f54577106c37442. Mean loss in evaluation epoch: 0.1069113239645958, epochs needed: 200
evaluating individudal 9 - cd6376de0f0e83dc. Mean loss in evaluation epoch: 0.09225644916296005, epochs needed: 200
evaluating individudal 10 - 71d715788def2bd9. Mean loss in evaluation epoch: 0.10732390731573105, epochs needed: 200
evaluating individudal 11 - c69252b4e47874b7. Mean loss in evaluation epoch: 0.09503918886184692, epochs needed: 200
evaluating individudal 12 - a5e9ac0fe97cab58. Mean loss in evaluation epoch: 0.09339079260826111, epochs needed: 200
evaluating individudal 13 - 19c8bcd9f77e3dfc. Mean loss in evaluation epoch: 0.09390915930271149, epochs needed: 200
evaluating individudal 14 - 3ae070d45e733f90. Mean loss in evaluation epoch: 0.10547313839197159, epochs needed: 200
evaluating individudal 15 - 1834febb1037c645. Mean loss in evaluation epoch: 0.09204216301441193, epochs needed: 200
evaluating individudal 16 - 7617b8a1c037952b. Mean loss in evaluation epoch: 0.07478152215480804, epochs needed: 200
evaluating individudal 17 - bcfd083e2f9d0037. Mean loss in evaluation epoch: 0.09373191744089127, epochs needed: 200
evaluating individudal 18 - bbd0bfa677e5eb73. Mean loss in evaluation epoch: 0.08191128820180893, epochs needed: 200
evaluating individudal 19 - db9580afbbec7412. Mean loss in evaluation epoch: 0.1012885794043541, epochs needed: 200
evaluating individudal 20 - 8a9320bdc4439af6. Mean loss in evaluation epoch: 0.0917547270655632, epochs needed: 200
evaluating individudal 21 - 2f1fbfe87e8cfa8e. Mean loss in evaluation epoch: 0.08969982713460922, epochs needed: 200
evaluating individudal 22 - 48178eeb41557711. Mean loss in evaluation epoch: 0.10100125521421432, epochs needed: 200
evaluating individudal 23 - aaceaca43f165737. Mean loss in evaluation epoch: 0.1203741580247879, epochs needed: 200
evaluating individudal 24 - cfb6db82acc05e79. Mean loss in evaluation epoch: 0.08362381160259247, epochs needed: 200
evaluating individudal 25 - a719f5ffbd5e72d0. Mean loss in evaluation epoch: 0.09540750831365585, epochs needed: 200
evaluating individudal 26 - ba803c947f45322c. Mean loss in evaluation epoch: 0.09802937507629395, epochs needed: 200
evaluating individudal 27 - 9ab3f36200eff6c1. Mean loss in evaluation epoch: 0.1167047992348671, epochs needed: 200
evaluating individudal 28 - d7d9811962834e31. Mean loss in evaluation epoch: 0.08824937790632248, epochs needed: 200
evaluating individudal 29 - 8e2538183add03e9. Mean loss in evaluation epoch: 0.10827884823083878, epochs needed: 200
evaluating individudal 30 - 08cdcec7ddb033d4. Mean loss in evaluation epoch: 0.09262112528085709, epochs needed: 200
evaluating individudal 31 - bd49b7cfbf619ea7. Mean loss in evaluation epoch: 0.09989567846059799, epochs needed: 200
evaluating individudal 32 - 9190fb79991d22a0. Mean loss in evaluation epoch: 0.11440020799636841, epochs needed: 200
evaluating individudal 33 - 1dce98cfe6e9999d. Mean loss in evaluation epoch: 0.09558307379484177, epochs needed: 200
evaluating individudal 34 - 7675815a63427709. Mean loss in evaluation epoch: 0.09724060446023941, epochs needed: 200
evaluating individudal 35 - 987882946b1c948d. Mean loss in evaluation epoch: 0.06839177012443542, epochs needed: 200
evaluating individudal 36 - 069026d3d97ca3a6. Mean loss in evaluation epoch: 0.09314737468957901, epochs needed: 200
evaluating individudal 37 - fc19776a828aa4ae. Mean loss in evaluation epoch: 0.10977881401777267, epochs needed: 200
evaluating individudal 38 - 58e2a0e514586ab6. Mean loss in evaluation epoch: 0.10262373834848404, epochs needed: 200
evaluating individudal 39 - 0161fad1d88c9dfc. Mean loss in evaluation epoch: 0.11398985236883163, epochs needed: 200
evaluating individudal 0 - a60ac3edf552cca9. Mean loss in evaluation epoch: 0.10197391360998154, epochs needed: 200
evaluating individudal 1 - c2bc0af77c426125. Mean loss in evaluation epoch: 0.08011029660701752, epochs needed: 200
evaluating individudal 2 - 62daf4ee6a40a1d5. Mean loss in evaluation epoch: 0.0798177421092987, epochs needed: 200
evaluating individudal 3 - ef739781aa9026e3. Mean loss in evaluation epoch: 0.0781606063246727, epochs needed: 200
evaluating individudal 4 - 69eac021437ff273. Mean loss in evaluation epoch: 0.10763813555240631, epochs needed: 200
evaluating individudal 5 - 7bdddabd6a4dea66. Mean loss in evaluation epoch: 0.07583143562078476, epochs needed: 200
evaluating individudal 6 - 25f9887decfdcd17. Mean loss in evaluation epoch: 0.0874859020113945, epochs needed: 200
evaluating individudal 7 - 27a9955f84faa6b3. Mean loss in evaluation epoch: 0.09321879595518112, epochs needed: 200
evaluating individudal 8 - daa8ead81666be56. Mean loss in evaluation epoch: 0.1008763313293457, epochs needed: 200
evaluating individudal 9 - c02fc6c28a330b9b. Mean loss in evaluation epoch: 0.08815404027700424, epochs needed: 200
Round 11 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 987882946b1c948d, num_times_seen_before: 0
ACC: 0.9526315789473684
TPR/FPR: 0.9722222222222222, 0.05194805194805195
Loss: 0.06839177012443542
Timestamp: 13316.19691133502
---------------------------------------------------------------
evaluating individudal 0 - 64dc8a56f04a84a5. Mean loss in evaluation epoch: 0.09964459389448166, epochs needed: 50
evaluating individudal 1 - 7235c8def4782eef. Mean loss in evaluation epoch: 0.09885261207818985, epochs needed: 50
evaluating individudal 2 - 83ff5e073a1463e3. Mean loss in evaluation epoch: 0.09564229100942612, epochs needed: 50
evaluating individudal 3 - 287458a7a27fb4b9. Mean loss in evaluation epoch: 0.09528806060552597, epochs needed: 50
evaluating individudal 4 - 723d09dc91386198. Mean loss in evaluation epoch: 0.09635061770677567, epochs needed: 50
evaluating individudal 5 - 6cb8e5457945d1dd. Mean loss in evaluation epoch: 0.09443502873182297, epochs needed: 50
evaluating individudal 6 - dde5000aaa664c79. Mean loss in evaluation epoch: 0.09047633409500122, epochs needed: 50
evaluating individudal 7 - dbbc550fe1b399db. Mean loss in evaluation epoch: 0.10054699331521988, epochs needed: 50
evaluating individudal 8 - e6de3b14ec4d7656. Mean loss in evaluation epoch: 0.09327899664640427, epochs needed: 50
evaluating individudal 9 - 132acf4c19387f72. Mean loss in evaluation epoch: 0.09893269836902618, epochs needed: 50
evaluating individudal 10 - 80d41e1ee0f35c82. Mean loss in evaluation epoch: 0.09414666891098022, epochs needed: 50
evaluating individudal 11 - 30d822584fdac566. Mean loss in evaluation epoch: 0.09459640830755234, epochs needed: 50
evaluating individudal 12 - efa9e2551cbc7efb. Mean loss in evaluation epoch: 0.09078299254179001, epochs needed: 50
evaluating individudal 13 - b7ae46340973f02a. Mean loss in evaluation epoch: 0.09134399890899658, epochs needed: 50
evaluating individudal 14 - e8358b0fbddbb6ca. Mean loss in evaluation epoch: 0.10564889758825302, epochs needed: 50
evaluating individudal 15 - 91927c56eb998cf7. Mean loss in evaluation epoch: 0.10007011890411377, epochs needed: 50
evaluating individudal 16 - 4f988dde821916e8. Mean loss in evaluation epoch: 0.09779272973537445, epochs needed: 50
evaluating individudal 17 - 03745f3249c4499f. Mean loss in evaluation epoch: 0.08717178553342819, epochs needed: 50
evaluating individudal 18 - 4254fbd14237f93b. Mean loss in evaluation epoch: 0.09052001684904099, epochs needed: 50
evaluating individudal 19 - da6a945815d4acc5. Mean loss in evaluation epoch: 0.09231819957494736, epochs needed: 50
evaluating individudal 20 - ec52ecb3c8d16c1c. Mean loss in evaluation epoch: 0.08934350311756134, epochs needed: 50
evaluating individudal 21 - 40ff4bd04c6c2c25. Mean loss in evaluation epoch: 0.09279648214578629, epochs needed: 50
evaluating individudal 22 - 5740b09bdd787d58. Mean loss in evaluation epoch: 0.08929015696048737, epochs needed: 50
evaluating individudal 23 - 70a0e68d288822d0. Mean loss in evaluation epoch: 0.09989466518163681, epochs needed: 50
evaluating individudal 24 - 4c5e7b9c363b2db9. Mean loss in evaluation epoch: 0.07950832694768906, epochs needed: 50
evaluating individudal 25 - 397e0161313169c0. Mean loss in evaluation epoch: 0.09435182064771652, epochs needed: 50
evaluating individudal 26 - 81ea6ba9bbfff7a0. Mean loss in evaluation epoch: 0.09357798099517822, epochs needed: 50
evaluating individudal 27 - f36be170a8d99b08. Mean loss in evaluation epoch: 0.08116865903139114, epochs needed: 50
evaluating individudal 28 - a72e8dbd87dac257. Mean loss in evaluation epoch: 0.10061030834913254, epochs needed: 50
evaluating individudal 29 - fa33e5ad63a93791. Mean loss in evaluation epoch: 0.09700888395309448, epochs needed: 50
evaluating individudal 30 - f911e52969a6af88. Mean loss in evaluation epoch: 0.10228252410888672, epochs needed: 50
evaluating individudal 31 - d05f1a3f8cbaeb5e. Mean loss in evaluation epoch: 0.09008464962244034, epochs needed: 50
evaluating individudal 32 - 294ead177f49a83b. Mean loss in evaluation epoch: 0.09855425357818604, epochs needed: 50
evaluating individudal 33 - c67c203a1a520216. Mean loss in evaluation epoch: 0.09109236299991608, epochs needed: 50
evaluating individudal 34 - 8f02e452e29f21b2. Mean loss in evaluation epoch: 0.09063530713319778, epochs needed: 50
evaluating individudal 35 - c84293955159a0bc. Mean loss in evaluation epoch: 0.09714233130216599, epochs needed: 50
evaluating individudal 36 - 58b062ebd76b38eb. Mean loss in evaluation epoch: 0.09335652738809586, epochs needed: 50
evaluating individudal 37 - 93bee3eb01e9dad0. Mean loss in evaluation epoch: 0.09610903263092041, epochs needed: 50
evaluating individudal 38 - ad2116a66d9d188d. Mean loss in evaluation epoch: 0.09822199493646622, epochs needed: 50
evaluating individudal 39 - 1e3fe9ead2b93dba. Mean loss in evaluation epoch: 0.0966859683394432, epochs needed: 50
evaluating individudal 0 - 987882946b1c948d. Mean loss in evaluation epoch: 0.06701693683862686, epochs needed: 50
evaluating individudal 1 - 7617b8a1c037952b. Mean loss in evaluation epoch: 0.07443323731422424, epochs needed: 50
evaluating individudal 2 - 7bdddabd6a4dea66. Mean loss in evaluation epoch: 0.07504197210073471, epochs needed: 50
evaluating individudal 3 - ef739781aa9026e3. Mean loss in evaluation epoch: 0.07664420455694199, epochs needed: 50
evaluating individudal 4 - 62daf4ee6a40a1d5. Mean loss in evaluation epoch: 0.07820072025060654, epochs needed: 50
evaluating individudal 5 - c2bc0af77c426125. Mean loss in evaluation epoch: 0.0774000957608223, epochs needed: 50
evaluating individudal 6 - bbd0bfa677e5eb73. Mean loss in evaluation epoch: 0.0800841823220253, epochs needed: 50
evaluating individudal 7 - cfb6db82acc05e79. Mean loss in evaluation epoch: 0.08062250167131424, epochs needed: 50
evaluating individudal 8 - 7018280300f7ff83. Mean loss in evaluation epoch: 0.07815869152545929, epochs needed: 50
evaluating individudal 9 - 8449bf63a5c11073. Mean loss in evaluation epoch: 0.08402364701032639, epochs needed: 50
Round 12 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 987882946b1c948d, num_times_seen_before: 1
ACC: 0.9526315789473684
TPR/FPR: 0.9722222222222222, 0.05194805194805195
Loss: 0.06701693683862686
Timestamp: 13977.06789469102
---------------------------------------------------------------
evaluating individudal 0 - 62dcd7739313b29c. Mean loss in evaluation epoch: 0.08959619700908661, epochs needed: 50
evaluating individudal 1 - be425eb7d5a8ddf5. Mean loss in evaluation epoch: 0.08563541620969772, epochs needed: 50
evaluating individudal 2 - cfd047b49f1be7b6. Mean loss in evaluation epoch: 0.07961232960224152, epochs needed: 50
evaluating individudal 3 - 88db58e558344663. Mean loss in evaluation epoch: 0.0878085196018219, epochs needed: 50
evaluating individudal 4 - b433f62634cc6b74. Mean loss in evaluation epoch: 0.08010127395391464, epochs needed: 50
evaluating individudal 5 - 6c3451403ef99cdf. Mean loss in evaluation epoch: 0.09854356199502945, epochs needed: 50
evaluating individudal 6 - cf0da1ae12bf3352. Mean loss in evaluation epoch: 0.08490896224975586, epochs needed: 50
evaluating individudal 7 - 84d3258b2c925690. Mean loss in evaluation epoch: 0.09585563838481903, epochs needed: 50
evaluating individudal 8 - 9a1cc6f204254004. Mean loss in evaluation epoch: 0.08144818991422653, epochs needed: 50
evaluating individudal 9 - 08901d73a4e36ab8. Mean loss in evaluation epoch: 0.09944320470094681, epochs needed: 50
evaluating individudal 10 - a13d5c520808600e. Mean loss in evaluation epoch: 0.09112150967121124, epochs needed: 50
evaluating individudal 11 - 2aed83d29955373b. Mean loss in evaluation epoch: 0.09580199420452118, epochs needed: 50
evaluating individudal 12 - c341c07b7ab5a968. Mean loss in evaluation epoch: 0.09327837824821472, epochs needed: 50
evaluating individudal 13 - b563870cea55fad7. Mean loss in evaluation epoch: 0.08996434509754181, epochs needed: 50
evaluating individudal 14 - 18df1bec7a3ad13b. Mean loss in evaluation epoch: 0.07400569319725037, epochs needed: 50
evaluating individudal 15 - bc7a9ca44766dbd7. Mean loss in evaluation epoch: 0.09026098251342773, epochs needed: 50
evaluating individudal 16 - 498ac05686d92ff9. Mean loss in evaluation epoch: 0.07440107315778732, epochs needed: 50
evaluating individudal 17 - d2dcf180841c8b44. Mean loss in evaluation epoch: 0.09781487286090851, epochs needed: 50
evaluating individudal 18 - 0d762744f2102c79. Mean loss in evaluation epoch: 0.09713850170373917, epochs needed: 50
evaluating individudal 19 - 5c196acb8d37a84a. Mean loss in evaluation epoch: 0.08157998323440552, epochs needed: 50
evaluating individudal 20 - 7f152102da3f8ba7. Mean loss in evaluation epoch: 0.09386267513036728, epochs needed: 50
evaluating individudal 21 - 24e55b088f00a688. Mean loss in evaluation epoch: 0.09443892538547516, epochs needed: 50
evaluating individudal 22 - 0f1d52a319171329. Mean loss in evaluation epoch: 0.09709548950195312, epochs needed: 50
evaluating individudal 23 - b807c475fc086d07. Mean loss in evaluation epoch: 0.09110095351934433, epochs needed: 50
evaluating individudal 24 - cda3c9fc204d30ac. Mean loss in evaluation epoch: 0.0850721225142479, epochs needed: 50
evaluating individudal 25 - 364d7d9181deeb00. Mean loss in evaluation epoch: 0.10046402364969254, epochs needed: 50
evaluating individudal 26 - aac4a0bcd78ec301. Mean loss in evaluation epoch: 0.091502346098423, epochs needed: 50
evaluating individudal 27 - 0f6078a73e53f3e9. Mean loss in evaluation epoch: 0.0858304426074028, epochs needed: 50
evaluating individudal 28 - 0ad8d19d56e29054. Mean loss in evaluation epoch: 0.08767563104629517, epochs needed: 50
evaluating individudal 29 - 6788a4506c4906c2. Mean loss in evaluation epoch: 0.06855356693267822, epochs needed: 50
evaluating individudal 30 - 8249c0a69037aa8c. Mean loss in evaluation epoch: 0.09973396360874176, epochs needed: 50
evaluating individudal 31 - 14356cf12acfce12. Mean loss in evaluation epoch: 0.08632613718509674, epochs needed: 50
evaluating individudal 32 - 847c33635e3888a6. Mean loss in evaluation epoch: 0.09319598227739334, epochs needed: 50
evaluating individudal 33 - 985a45a7646196d3. Mean loss in evaluation epoch: 0.09052280336618423, epochs needed: 50
evaluating individudal 34 - 93c5c0ae6c6cc4c4. Mean loss in evaluation epoch: 0.08000802248716354, epochs needed: 50
evaluating individudal 35 - b6b04720c888009b. Mean loss in evaluation epoch: 0.07848940044641495, epochs needed: 50
evaluating individudal 36 - cb2e7fd24d7bcbd0. Mean loss in evaluation epoch: 0.08526824414730072, epochs needed: 50
evaluating individudal 37 - 8446858df0dd3e90. Mean loss in evaluation epoch: 0.09191306680440903, epochs needed: 50
evaluating individudal 38 - 6f822e86b514085b. Mean loss in evaluation epoch: 0.08536206185817719, epochs needed: 50
evaluating individudal 39 - 41bd5d871e06e50d. Mean loss in evaluation epoch: 0.09991574287414551, epochs needed: 50
evaluating individudal 0 - 987882946b1c948d. Mean loss in evaluation epoch: 0.06402259320020676, epochs needed: 50
evaluating individudal 1 - 7617b8a1c037952b. Mean loss in evaluation epoch: 0.07088148593902588, epochs needed: 50
evaluating individudal 2 - 7bdddabd6a4dea66. Mean loss in evaluation epoch: 0.07165215909481049, epochs needed: 50
evaluating individudal 3 - ef739781aa9026e3. Mean loss in evaluation epoch: 0.07455964386463165, epochs needed: 50
evaluating individudal 4 - c2bc0af77c426125. Mean loss in evaluation epoch: 0.07430187612771988, epochs needed: 50
evaluating individudal 5 - 7018280300f7ff83. Mean loss in evaluation epoch: 0.07964880764484406, epochs needed: 50
evaluating individudal 6 - 62daf4ee6a40a1d5. Mean loss in evaluation epoch: 0.07893135398626328, epochs needed: 50
evaluating individudal 7 - 4c5e7b9c363b2db9. Mean loss in evaluation epoch: 0.08019270747900009, epochs needed: 50
evaluating individudal 8 - bbd0bfa677e5eb73. Mean loss in evaluation epoch: 0.0849979966878891, epochs needed: 50
evaluating individudal 9 - cfb6db82acc05e79. Mean loss in evaluation epoch: 0.0823502466082573, epochs needed: 50
Round 13 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 987882946b1c948d, num_times_seen_before: 2
ACC: 0.9526315789473684
TPR/FPR: 0.9722222222222222, 0.05194805194805195
Loss: 0.06402259320020676
Timestamp: 14638.083343947015
---------------------------------------------------------------
evaluating individudal 0 - a140c43369dba7be. Mean loss in evaluation epoch: 0.09609317779541016, epochs needed: 50
evaluating individudal 1 - c7e20a52eb37dd00. Mean loss in evaluation epoch: 0.10357104986906052, epochs needed: 50
evaluating individudal 2 - 76c844b2e93b7ab0. Mean loss in evaluation epoch: 0.09596181660890579, epochs needed: 50
evaluating individudal 3 - f8094d5a21fdca68. Mean loss in evaluation epoch: 0.0868016704916954, epochs needed: 50
evaluating individudal 4 - a675f9b06acf04a0. Mean loss in evaluation epoch: 0.09966381639242172, epochs needed: 50
evaluating individudal 5 - ddecf43ab7becaa6. Mean loss in evaluation epoch: 0.09637477248907089, epochs needed: 50
evaluating individudal 6 - 7853436629154162. Mean loss in evaluation epoch: 0.09070438146591187, epochs needed: 50
evaluating individudal 7 - cef8bec77edb72d6. Mean loss in evaluation epoch: 0.09090716391801834, epochs needed: 50
evaluating individudal 8 - c925656026586307. Mean loss in evaluation epoch: 0.09784586727619171, epochs needed: 50
evaluating individudal 9 - 6450f8be6acc2391. Mean loss in evaluation epoch: 0.09071426838636398, epochs needed: 50
evaluating individudal 10 - 3f41efd4a509ac48. Mean loss in evaluation epoch: 0.088441401720047, epochs needed: 50
