num samples: 1000
NUM_TRAIN_SAMPLES: 1000
NUM_TRAIN_BATCHES: 10
NUM_TEST_SAMPLES: 1000
NUM_TEST_BATCHES: 10
BATCH_SIZE: 100
HIDDEN_SIZE: 128
NUM_DYN_EPOCHS: 200
IS_CONTINUOUS: True
USE_MAX: False
../data/final/cml/timeseries_ba20_1k_3.5_restart.pickle
../data/final/edges_ba20.pickle
CONTINUATION: False
CONT_ADDRESS: D:\Uni\BA\ColabOutputs\ba20\2020-12-10T22_50_22.113418
SEED: 0
NUM_DYN_EPOCHS: 200
NUM_DYN_EPOCHS_INIT: 200
DETECT_EARLY_CONVERGENCE: False
RESET_DYN_LEARNER_EVERY_NTH_GEN: 1
POP_SIZE: 10
NEWPOP_SIZE: 40
NUM_GEN: 45
USE_NODEWISE_EVALUATION: False
USE_EVALEPOCH_FOR_GUIDED_MUTATION: False
USE_DETERMINISTIC_EVAL: False
FORMAT: standard
--------------------- Start training ------------------------
evaluating individudal 0 - b7c4881a1e243abd. Mean loss in evaluation epoch: 0.05379345640540123, epochs needed: 200
evaluating individudal 39 - 1f2124619d43d373. Mean loss in evaluation epoch: 0.040724366903305054, epochs needed: 200
evaluating individudal 0 - 27a06185e85d7864. Mean loss in evaluation epoch: 0.006459908094257116, epochs needed: 200
evaluating individudal 1 - 0e8a4d2f82f0b453. Mean loss in evaluation epoch: 0.0067750560119748116, epochs needed: 200
evaluating individudal 2 - 5f07f3647eea2073. Mean loss in evaluation epoch: 0.0109253553673625, epochs needed: 200
evaluating individudal 3 - c5fb998cd8035729. Mean loss in evaluation epoch: 0.009437216445803642, epochs needed: 200
evaluating individudal 4 - e518a49aa2dd9e23. Mean loss in evaluation epoch: 0.012426364235579967, epochs needed: 200
evaluating individudal 5 - b47eeca08e0bdab6. Mean loss in evaluation epoch: 0.01426656823605299, epochs needed: 200
evaluating individudal 6 - fb272743bf77ee52. Mean loss in evaluation epoch: 0.011459008790552616, epochs needed: 200
evaluating individudal 7 - d28bc34d92729229. Mean loss in evaluation epoch: 0.012495744042098522, epochs needed: 200
evaluating individudal 8 - a04cdbdb30b9dc49. Mean loss in evaluation epoch: 0.01122923381626606, epochs needed: 200
evaluating individudal 9 - b002f002ad4e1607. Mean loss in evaluation epoch: 0.013649252243340015, epochs needed: 200
Round 24 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 27a06185e85d7864, num_times_seen_before: 8
ACC: 1.0
TPR/FPR: 1.0, 0.0
Loss: 0.006459908094257116
Timestamp: 62807.434867608
---------------------------------------------------------------
evaluating individudal 0 - f13dee67722800d9. Mean loss in evaluation epoch: 0.028722036629915237, epochs needed: 200
evaluating individudal 1 - 94af6f51c43719b1. Mean loss in evaluation epoch: 0.03893299400806427, epochs needed: 200
evaluating individudal 2 - b22000fbdeb3131c. Mean loss in evaluation epoch: 0.029968222603201866, epochs needed: 200
evaluating individudal 3 - 65128b7f49fc6230. Mean loss in evaluation epoch: 0.02834254503250122, epochs needed: 200
evaluating individudal 4 - 3547c33153355e66. Mean loss in evaluation epoch: 0.03197869658470154, epochs needed: 200
evaluating individudal 5 - a52570e48f62945e. Mean loss in evaluation epoch: 0.04660166800022125, epochs needed: 200
evaluating individudal 6 - 2048c699bcddf508. Mean loss in evaluation epoch: 0.014132754877209663, epochs needed: 200
evaluating individudal 7 - 5390beeb46988c8b. Mean loss in evaluation epoch: 0.026500118896365166, epochs needed: 200
evaluating individudal 8 - 15274237691ce856. Mean loss in evaluation epoch: 0.040308356285095215, epochs needed: 200
evaluating individudal 9 - 4fd48ac9bef8577f. Mean loss in evaluation epoch: 0.02683514915406704, epochs needed: 200
evaluating individudal 10 - e2457f3fc90f9131. Mean loss in evaluation epoch: 0.02493446320295334, epochs needed: 200
evaluating individudal 11 - b19598104f6e835c. Mean loss in evaluation epoch: 0.04136112704873085, epochs needed: 200
evaluating individudal 12 - effad674f5734394. Mean loss in evaluation epoch: 0.042060185223817825, epochs needed: 200
evaluating individudal 13 - 69569af154e033a7. Mean loss in evaluation epoch: 0.014118246734142303, epochs needed: 200
evaluating individudal 14 - f852e04e685c6962. Mean loss in evaluation epoch: 0.04599282890558243, epochs needed: 200
evaluating individudal 15 - f121a82a7b173e35. Mean loss in evaluation epoch: 0.03884432092308998, epochs needed: 200
evaluating individudal 16 - 6cb15b5bdc65b21d. Mean loss in evaluation epoch: 0.02478794753551483, epochs needed: 200
evaluating individudal 17 - e5c8c198bf723299. Mean loss in evaluation epoch: 0.02514495514333248, epochs needed: 200
evaluating individudal 18 - dd0bcdc37075dc60. Mean loss in evaluation epoch: 0.04124785587191582, epochs needed: 200
evaluating individudal 19 - e44491fac5c323d3. Mean loss in evaluation epoch: 0.011872643604874611, epochs needed: 200
evaluating individudal 20 - 02b2d798c9843cd1. Mean loss in evaluation epoch: 0.03817760944366455, epochs needed: 200
evaluating individudal 21 - 53e9bea7ef3876e6. Mean loss in evaluation epoch: 0.03440619260072708, epochs needed: 200
evaluating individudal 22 - 4d37222b9e3cf65d. Mean loss in evaluation epoch: 0.025087928399443626, epochs needed: 200
evaluating individudal 23 - 9d1a8d448827e6d6. Mean loss in evaluation epoch: 0.010128846392035484, epochs needed: 200
evaluating individudal 24 - 93cafd4ce436714e. Mean loss in evaluation epoch: 0.02949095331132412, epochs needed: 200
evaluating individudal 25 - 7fa226d81fe39458. Mean loss in evaluation epoch: 0.016124306246638298, epochs needed: 200
evaluating individudal 26 - 00907e7b6890d440. Mean loss in evaluation epoch: 0.025288118049502373, epochs needed: 200
evaluating individudal 27 - da044e850df1e7c8. Mean loss in evaluation epoch: 0.04243869706988335, epochs needed: 200
evaluating individudal 28 - 103a2928e6a064d9. Mean loss in evaluation epoch: 0.028525400906801224, epochs needed: 200
evaluating individudal 29 - d071439d3a1d16f3. Mean loss in evaluation epoch: 0.039602648466825485, epochs needed: 200
evaluating individudal 30 - c29f943ceb798bcf. Mean loss in evaluation epoch: 0.04167929291725159, epochs needed: 200
evaluating individudal 31 - f1867e21c7ed7cc8. Mean loss in evaluation epoch: 0.023725969716906548, epochs needed: 200
evaluating individudal 32 - 6fe11b60a5d34d69. Mean loss in evaluation epoch: 0.033669501543045044, epochs needed: 200
evaluating individudal 33 - dd4a9513aefc7273. Mean loss in evaluation epoch: 0.036246247589588165, epochs needed: 200
evaluating individudal 34 - 3e35656ac37c49ec. Mean loss in evaluation epoch: 0.040557097643613815, epochs needed: 200
evaluating individudal 35 - 4db5d452456d760d. Mean loss in evaluation epoch: 0.0395013764500618, epochs needed: 200
evaluating individudal 36 - 6420bf86ceb43785. Mean loss in evaluation epoch: 0.03540412336587906, epochs needed: 200
evaluating individudal 37 - 6385f61959b3e85f. Mean loss in evaluation epoch: 0.02847503125667572, epochs needed: 200
evaluating individudal 38 - ce76b74bc2bcbae0. Mean loss in evaluation epoch: 0.009746736846864223, epochs needed: 200
evaluating individudal 39 - e4e2410e0c3de1df. Mean loss in evaluation epoch: 0.03256057947874069, epochs needed: 200
evaluating individudal 0 - 27a06185e85d7864. Mean loss in evaluation epoch: 0.006003581453114748, epochs needed: 200
evaluating individudal 1 - 0e8a4d2f82f0b453. Mean loss in evaluation epoch: 0.00763659505173564, epochs needed: 200
evaluating individudal 2 - c5fb998cd8035729. Mean loss in evaluation epoch: 0.009955870918929577, epochs needed: 200
evaluating individudal 3 - 5f07f3647eea2073. Mean loss in evaluation epoch: 0.01084788329899311, epochs needed: 200
evaluating individudal 4 - a04cdbdb30b9dc49. Mean loss in evaluation epoch: 0.012713432312011719, epochs needed: 200
evaluating individudal 5 - fb272743bf77ee52. Mean loss in evaluation epoch: 0.010627198033034801, epochs needed: 200
evaluating individudal 6 - e4549509dccc89b5. Mean loss in evaluation epoch: 0.009264047257602215, epochs needed: 200
evaluating individudal 7 - e518a49aa2dd9e23. Mean loss in evaluation epoch: 0.011235753074288368, epochs needed: 200
evaluating individudal 8 - b71f023e1a0fabff. Mean loss in evaluation epoch: 0.013425759971141815, epochs needed: 200
evaluating individudal 9 - d28bc34d92729229. Mean loss in evaluation epoch: 0.01310372818261385, epochs needed: 200
Round 25 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 27a06185e85d7864, num_times_seen_before: 9
ACC: 1.0
TPR/FPR: 1.0, 0.0
Loss: 0.006003581453114748
Timestamp: 65408.729346138
---------------------------------------------------------------
evaluating individudal 0 - 33339c4c5a6a3d47. Mean loss in evaluation epoch: 0.022256238386034966, epochs needed: 200
evaluating individudal 1 - f64d228e4a772f1a. Mean loss in evaluation epoch: 0.03901708498597145, epochs needed: 200
evaluating individudal 2 - ba586aa546ff9028. Mean loss in evaluation epoch: 0.03933873772621155, epochs needed: 200
evaluating individudal 3 - 16da5a4806d64301. Mean loss in evaluation epoch: 0.025738293305039406, epochs needed: 200
evaluating individudal 4 - 3ddf1ea7daad73c3. Mean loss in evaluation epoch: 0.025200380012392998, epochs needed: 200
evaluating individudal 5 - a3b2d96e5c7e5da5. Mean loss in evaluation epoch: 0.041687797755002975, epochs needed: 200
evaluating individudal 6 - 0c8af97be11126bf. Mean loss in evaluation epoch: 0.02651304006576538, epochs needed: 200
evaluating individudal 7 - 719197aebc12f071. Mean loss in evaluation epoch: 0.0206432081758976, epochs needed: 200
evaluating individudal 8 - 4542108d0eacf624. Mean loss in evaluation epoch: 0.0362543947994709, epochs needed: 200
evaluating individudal 9 - 05083b9dbf2edf8d. Mean loss in evaluation epoch: 0.025273144245147705, epochs needed: 200
evaluating individudal 10 - 5eae09c73c14eeaf. Mean loss in evaluation epoch: 0.03952997922897339, epochs needed: 200
evaluating individudal 11 - 32007975c298dbb3. Mean loss in evaluation epoch: 0.02523616887629032, epochs needed: 200
evaluating individudal 12 - 0e94a6732814b007. Mean loss in evaluation epoch: 0.022729121148586273, epochs needed: 200
evaluating individudal 13 - 6ea1461274f85a4a. Mean loss in evaluation epoch: 0.0421963632106781, epochs needed: 200
evaluating individudal 14 - 55f78680018eb94a. Mean loss in evaluation epoch: 0.029939396306872368, epochs needed: 200
evaluating individudal 15 - a07b4b0d529e0383. Mean loss in evaluation epoch: 0.02609199285507202, epochs needed: 200
evaluating individudal 16 - e1a040fd8558b509. Mean loss in evaluation epoch: 0.04753081128001213, epochs needed: 200
evaluating individudal 17 - 71e4dc6d03acb424. Mean loss in evaluation epoch: 0.028669748455286026, epochs needed: 200
evaluating individudal 18 - 435f4e794502b23a. Mean loss in evaluation epoch: 0.02189674973487854, epochs needed: 200
evaluating individudal 19 - ec81d111dcf00ec7. Mean loss in evaluation epoch: 0.028837576508522034, epochs needed: 200
evaluating individudal 20 - e5a6cb79a5f1c78d. Mean loss in evaluation epoch: 0.043300822377204895, epochs needed: 200
evaluating individudal 21 - d499ad71904c92ca. Mean loss in evaluation epoch: 0.03638951852917671, epochs needed: 200
evaluating individudal 22 - ad2165e087f2adf9. Mean loss in evaluation epoch: 0.03895361348986626, epochs needed: 200
evaluating individudal 23 - 789a0353e8a9cb95. Mean loss in evaluation epoch: 0.02578500472009182, epochs needed: 200
evaluating individudal 24 - 6f5a7742f14cf9fe. Mean loss in evaluation epoch: 0.040618833154439926, epochs needed: 200
evaluating individudal 25 - 852da1519099dffc. Mean loss in evaluation epoch: 0.027709538117051125, epochs needed: 200
evaluating individudal 26 - e5fd391697cc5b58. Mean loss in evaluation epoch: 0.04437924548983574, epochs needed: 200
evaluating individudal 27 - 479924c1d1013269. Mean loss in evaluation epoch: 0.039582908153533936, epochs needed: 200
evaluating individudal 28 - f44d6639ad33549f. Mean loss in evaluation epoch: 0.023293470963835716, epochs needed: 200
evaluating individudal 29 - 9075b7cb42a58cb5. Mean loss in evaluation epoch: 0.026801472529768944, epochs needed: 200
evaluating individudal 30 - 08a0d51c9706e25f. Mean loss in evaluation epoch: 0.02666519396007061, epochs needed: 200
evaluating individudal 31 - 545b931c4589dc62. Mean loss in evaluation epoch: 0.028499871492385864, epochs needed: 200
evaluating individudal 32 - 4398ed55dc81f499. Mean loss in evaluation epoch: 0.025698954239487648, epochs needed: 200
evaluating individudal 33 - ba7870d07c8ac392. Mean loss in evaluation epoch: 0.020852915942668915, epochs needed: 200
evaluating individudal 34 - 956618e81c87606c. Mean loss in evaluation epoch: 0.02620753087103367, epochs needed: 200
evaluating individudal 35 - 5832c4915ddf0019. Mean loss in evaluation epoch: 0.02164577879011631, epochs needed: 200
evaluating individudal 36 - 19a073d882fbebee. Mean loss in evaluation epoch: 0.02586374618113041, epochs needed: 200
evaluating individudal 37 - c2af0a372ad114e3. Mean loss in evaluation epoch: 0.043567292392253876, epochs needed: 200
evaluating individudal 38 - 4bff49f3cc287a96. Mean loss in evaluation epoch: 0.04064669832587242, epochs needed: 200
evaluating individudal 39 - b92b324c2b4fc10f. Mean loss in evaluation epoch: 0.041423577815294266, epochs needed: 200
evaluating individudal 0 - 27a06185e85d7864. Mean loss in evaluation epoch: 0.006255052518099546, epochs needed: 200
evaluating individudal 1 - 0e8a4d2f82f0b453. Mean loss in evaluation epoch: 0.00982291903346777, epochs needed: 200
evaluating individudal 2 - e4549509dccc89b5. Mean loss in evaluation epoch: 0.008576922118663788, epochs needed: 200
evaluating individudal 3 - ce76b74bc2bcbae0. Mean loss in evaluation epoch: 0.01364808063954115, epochs needed: 200
evaluating individudal 4 - c5fb998cd8035729. Mean loss in evaluation epoch: 0.010197888128459454, epochs needed: 200
evaluating individudal 5 - 9d1a8d448827e6d6. Mean loss in evaluation epoch: 0.010067668743431568, epochs needed: 200
evaluating individudal 6 - fb272743bf77ee52. Mean loss in evaluation epoch: 0.010141300037503242, epochs needed: 200
evaluating individudal 7 - 5f07f3647eea2073. Mean loss in evaluation epoch: 0.011582384817302227, epochs needed: 200
evaluating individudal 8 - e518a49aa2dd9e23. Mean loss in evaluation epoch: 0.010743917897343636, epochs needed: 200
evaluating individudal 9 - e44491fac5c323d3. Mean loss in evaluation epoch: 0.011411978863179684, epochs needed: 200
Round 26 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 27a06185e85d7864, num_times_seen_before: 10
ACC: 1.0
TPR/FPR: 1.0, 0.0
Loss: 0.006255052518099546
Timestamp: 68005.312456745
---------------------------------------------------------------
evaluating individudal 0 - add9fee577a8faa1. Mean loss in evaluation epoch: 0.028283996507525444, epochs needed: 200
evaluating individudal 1 - 2c50576aa1f0bead. Mean loss in evaluation epoch: 0.025592941790819168, epochs needed: 200
evaluating individudal 2 - 183e24f5a07fb006. Mean loss in evaluation epoch: 0.03485148772597313, epochs needed: 200
evaluating individudal 3 - 7afa5fb5ff43b34b. Mean loss in evaluation epoch: 0.027225688099861145, epochs needed: 200
evaluating individudal 4 - 0246c8496bc847ed. Mean loss in evaluation epoch: 0.028390085324645042, epochs needed: 200
evaluating individudal 5 - bb06757e7f523a66. Mean loss in evaluation epoch: 0.03152666240930557, epochs needed: 200
evaluating individudal 6 - b8c44e0543da3c9a. Mean loss in evaluation epoch: 0.032880768179893494, epochs needed: 200
evaluating individudal 7 - 55d5d50cd2e1fca1. Mean loss in evaluation epoch: 0.024282632395625114, epochs needed: 200
evaluating individudal 8 - afb99de08f6602ba. Mean loss in evaluation epoch: 0.026787221431732178, epochs needed: 200
evaluating individudal 9 - f890d7e7fe0aa97c. Mean loss in evaluation epoch: 0.03231110796332359, epochs needed: 200
evaluating individudal 10 - 7de053b17eac5ed6. Mean loss in evaluation epoch: 0.024610696360468864, epochs needed: 200
evaluating individudal 11 - ad9a207b7a2fad56. Mean loss in evaluation epoch: 0.0302446186542511, epochs needed: 200
evaluating individudal 12 - e1a7e0c280cf6581. Mean loss in evaluation epoch: 0.0222865529358387, epochs needed: 200
evaluating individudal 13 - 6271226438a7f7b8. Mean loss in evaluation epoch: 0.03481314331293106, epochs needed: 200
evaluating individudal 14 - 3af5d800fbebc8cd. Mean loss in evaluation epoch: 0.032878804951906204, epochs needed: 200
evaluating individudal 15 - 64ea5fc949b3deb2. Mean loss in evaluation epoch: 0.028774190694093704, epochs needed: 200
evaluating individudal 16 - f49bec6310daf787. Mean loss in evaluation epoch: 0.023647218942642212, epochs needed: 200
evaluating individudal 17 - 3e5f2aa120a0664f. Mean loss in evaluation epoch: 0.028157103806734085, epochs needed: 200
evaluating individudal 18 - a4fe467d43b9690a. Mean loss in evaluation epoch: 0.02463921718299389, epochs needed: 200
evaluating individudal 19 - 4f938ccfbd04d6f1. Mean loss in evaluation epoch: 0.029843324795365334, epochs needed: 200
evaluating individudal 20 - ed7a525a9dfd9a4c. Mean loss in evaluation epoch: 0.03235267847776413, epochs needed: 200
evaluating individudal 21 - 5523582299bdb90f. Mean loss in evaluation epoch: 0.02446935884654522, epochs needed: 200
evaluating individudal 22 - b4db8ec5ffc1f412. Mean loss in evaluation epoch: 0.027364928275346756, epochs needed: 200
evaluating individudal 23 - 1de0e8c63d46527c. Mean loss in evaluation epoch: 0.027883050963282585, epochs needed: 200
evaluating individudal 24 - 922af23ec4a92a6c. Mean loss in evaluation epoch: 0.024586884304881096, epochs needed: 200
evaluating individudal 25 - 027bc792c4e143e9. Mean loss in evaluation epoch: 0.025827748700976372, epochs needed: 200
evaluating individudal 26 - 103a52d45bd81b24. Mean loss in evaluation epoch: 0.03472663089632988, epochs needed: 200
evaluating individudal 27 - 9e61c41ddbbee9a9. Mean loss in evaluation epoch: 0.022418750450015068, epochs needed: 200
evaluating individudal 28 - 03335a95dc4ed502. Mean loss in evaluation epoch: 0.03352922201156616, epochs needed: 200
evaluating individudal 29 - 89324cc15553a59b. Mean loss in evaluation epoch: 0.029635194689035416, epochs needed: 200
evaluating individudal 30 - 1fb6ad9ba9467225. Mean loss in evaluation epoch: 0.025496292859315872, epochs needed: 200
evaluating individudal 31 - b029030b4b0ed301. Mean loss in evaluation epoch: 0.03583771735429764, epochs needed: 200
evaluating individudal 32 - 08bb2df75db7dbfb. Mean loss in evaluation epoch: 0.02615479566156864, epochs needed: 200
evaluating individudal 33 - 795af37ee0605fee. Mean loss in evaluation epoch: 0.014895292930305004, epochs needed: 200
evaluating individudal 34 - b46e8fc96be8e1e7. Mean loss in evaluation epoch: 0.03481262922286987, epochs needed: 200
evaluating individudal 35 - 5ade9c5e83e4794a. Mean loss in evaluation epoch: 0.018212199211120605, epochs needed: 200
evaluating individudal 36 - d2bf8fe15cfb604e. Mean loss in evaluation epoch: 0.025066837668418884, epochs needed: 200
evaluating individudal 37 - 88eb7d92ea8d085c. Mean loss in evaluation epoch: 0.02883821167051792, epochs needed: 200
evaluating individudal 38 - 77ffed7495668417. Mean loss in evaluation epoch: 0.023083779960870743, epochs needed: 200
evaluating individudal 39 - 2744218a205e1bd6. Mean loss in evaluation epoch: 0.024450726807117462, epochs needed: 200
evaluating individudal 0 - 27a06185e85d7864. Mean loss in evaluation epoch: 0.004059941507875919, epochs needed: 200
evaluating individudal 1 - e4549509dccc89b5. Mean loss in evaluation epoch: 0.009028851985931396, epochs needed: 200
evaluating individudal 2 - 0e8a4d2f82f0b453. Mean loss in evaluation epoch: 0.008580973371863365, epochs needed: 200
evaluating individudal 3 - 9d1a8d448827e6d6. Mean loss in evaluation epoch: 0.009995924308896065, epochs needed: 200
evaluating individudal 4 - fb272743bf77ee52. Mean loss in evaluation epoch: 0.012499399483203888, epochs needed: 200
evaluating individudal 5 - c5fb998cd8035729. Mean loss in evaluation epoch: 0.010071932338178158, epochs needed: 200
evaluating individudal 6 - e518a49aa2dd9e23. Mean loss in evaluation epoch: 0.013181737624108791, epochs needed: 200
evaluating individudal 7 - e44491fac5c323d3. Mean loss in evaluation epoch: 0.01080494187772274, epochs needed: 200
evaluating individudal 8 - 5f07f3647eea2073. Mean loss in evaluation epoch: 0.010765175335109234, epochs needed: 200
evaluating individudal 9 - ce76b74bc2bcbae0. Mean loss in evaluation epoch: 0.009559400379657745, epochs needed: 200
Round 27 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 27a06185e85d7864, num_times_seen_before: 11
ACC: 1.0
TPR/FPR: 1.0, 0.0
Loss: 0.004059941507875919
Timestamp: 70600.142730281
---------------------------------------------------------------
evaluating individudal 0 - 0291eeb88a15bc85. Mean loss in evaluation epoch: 0.044853247702121735, epochs needed: 200
evaluating individudal 1 - e036abadd0802e24. Mean loss in evaluation epoch: 0.04597138240933418, epochs needed: 200
evaluating individudal 2 - b9317ae71e5d69ec. Mean loss in evaluation epoch: 0.023504676297307014, epochs needed: 200
evaluating individudal 3 - a43e30025c9126c0. Mean loss in evaluation epoch: 0.04107634350657463, epochs needed: 200
evaluating individudal 4 - 5e343a0a9ce4651e. Mean loss in evaluation epoch: 0.04224308207631111, epochs needed: 200
evaluating individudal 5 - 8ed521eca8de577e. Mean loss in evaluation epoch: 0.04150046035647392, epochs needed: 200
evaluating individudal 6 - 903afcc82db8bf6c. Mean loss in evaluation epoch: 0.03921658545732498, epochs needed: 200
evaluating individudal 7 - ec411239fc801ce0. Mean loss in evaluation epoch: 0.029690904542803764, epochs needed: 200
evaluating individudal 8 - 0cf7d797fbe79f6c. Mean loss in evaluation epoch: 0.04185549542307854, epochs needed: 200
evaluating individudal 9 - 893399640191aa87. Mean loss in evaluation epoch: 0.022248592227697372, epochs needed: 200
evaluating individudal 10 - 02025faec0a25626. Mean loss in evaluation epoch: 0.03794556483626366, epochs needed: 200
evaluating individudal 11 - 1396397962c6b613. Mean loss in evaluation epoch: 0.026472626253962517, epochs needed: 200
evaluating individudal 12 - 05a377389335c995. Mean loss in evaluation epoch: 0.043266411870718, epochs needed: 200
evaluating individudal 13 - 07cdc361190e0619. Mean loss in evaluation epoch: 0.038100507110357285, epochs needed: 200
evaluating individudal 14 - 0f8ffd7e0184b8c1. Mean loss in evaluation epoch: 0.04029940441250801, epochs needed: 200
evaluating individudal 15 - ea772a09f43e312c. Mean loss in evaluation epoch: 0.042408090084791183, epochs needed: 200
evaluating individudal 16 - 15053c1317038aab. Mean loss in evaluation epoch: 0.04304547980427742, epochs needed: 200
evaluating individudal 17 - 5095f31863e81ec2. Mean loss in evaluation epoch: 0.03725461661815643, epochs needed: 200
evaluating individudal 18 - 1cb932b3461b63a0. Mean loss in evaluation epoch: 0.041418369859457016, epochs needed: 200
evaluating individudal 19 - dca2b4a1be37d00b. Mean loss in evaluation epoch: 0.041148435324430466, epochs needed: 200
evaluating individudal 20 - 2351808d25268e76. Mean loss in evaluation epoch: 0.04174049571156502, epochs needed: 200
evaluating individudal 21 - bd9c57a2f3795f05. Mean loss in evaluation epoch: 0.027793053537607193, epochs needed: 200
evaluating individudal 22 - 02ca5e3f600ad64f. Mean loss in evaluation epoch: 0.03630928322672844, epochs needed: 200
evaluating individudal 23 - f41bd3a41d238b4f. Mean loss in evaluation epoch: 0.0424201600253582, epochs needed: 200
evaluating individudal 24 - 5d5a886c2dc4f9ef. Mean loss in evaluation epoch: 0.014830796979367733, epochs needed: 200
evaluating individudal 25 - 5cd8d3ef708b9289. Mean loss in evaluation epoch: 0.037990376353263855, epochs needed: 200
evaluating individudal 26 - f7733ff199dd976d. Mean loss in evaluation epoch: 0.041460033506155014, epochs needed: 200
evaluating individudal 27 - 7ad2ffc9ace38f70. Mean loss in evaluation epoch: 0.020910555496811867, epochs needed: 200
evaluating individudal 28 - bfeacd95b1858bbf. Mean loss in evaluation epoch: 0.05127694830298424, epochs needed: 200
evaluating individudal 29 - 208242fa1f5baabe. Mean loss in evaluation epoch: 0.03517041355371475, epochs needed: 200
evaluating individudal 30 - 9c5243dab26e9153. Mean loss in evaluation epoch: 0.03491240367293358, epochs needed: 200
evaluating individudal 31 - f477acc64097cdb1. Mean loss in evaluation epoch: 0.03980730101466179, epochs needed: 200
evaluating individudal 32 - 55405af98b25ae35. Mean loss in evaluation epoch: 0.023039544001221657, epochs needed: 200
evaluating individudal 33 - 460bbe6024f83622. Mean loss in evaluation epoch: 0.03647318109869957, epochs needed: 200
evaluating individudal 34 - 65a9e8a6989a45f3. Mean loss in evaluation epoch: 0.022387683391571045, epochs needed: 200
evaluating individudal 35 - db940fb9be0cf24f. Mean loss in evaluation epoch: 0.0308965053409338, epochs needed: 200
evaluating individudal 36 - f3732fdb7eb9732f. Mean loss in evaluation epoch: 0.01637822762131691, epochs needed: 200
evaluating individudal 37 - f4846897ec13fbc0. Mean loss in evaluation epoch: 0.03731029853224754, epochs needed: 200
evaluating individudal 38 - 68d515ac0b7b991f. Mean loss in evaluation epoch: 0.028172174468636513, epochs needed: 200
evaluating individudal 39 - 1ca719f9695ac9fe. Mean loss in evaluation epoch: 0.04030457139015198, epochs needed: 200
evaluating individudal 0 - 27a06185e85d7864. Mean loss in evaluation epoch: 0.004881888162344694, epochs needed: 200
evaluating individudal 1 - 0e8a4d2f82f0b453. Mean loss in evaluation epoch: 0.005788642913103104, epochs needed: 200
evaluating individudal 2 - e4549509dccc89b5. Mean loss in evaluation epoch: 0.009868765249848366, epochs needed: 200
evaluating individudal 3 - ce76b74bc2bcbae0. Mean loss in evaluation epoch: 0.010393017902970314, epochs needed: 200
evaluating individudal 4 - 9d1a8d448827e6d6. Mean loss in evaluation epoch: 0.01241209264844656, epochs needed: 200
evaluating individudal 5 - c5fb998cd8035729. Mean loss in evaluation epoch: 0.0095417695119977, epochs needed: 200
evaluating individudal 6 - 5f07f3647eea2073. Mean loss in evaluation epoch: 0.011445395648479462, epochs needed: 200
evaluating individudal 7 - e44491fac5c323d3. Mean loss in evaluation epoch: 0.013485195115208626, epochs needed: 200
evaluating individudal 8 - fb272743bf77ee52. Mean loss in evaluation epoch: 0.009802781976759434, epochs needed: 200
evaluating individudal 9 - e518a49aa2dd9e23. Mean loss in evaluation epoch: 0.015420048497617245, epochs needed: 200
Round 28 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 27a06185e85d7864, num_times_seen_before: 12
ACC: 1.0
TPR/FPR: 1.0, 0.0
Loss: 0.004881888162344694
Timestamp: 73230.718054071
---------------------------------------------------------------
evaluating individudal 0 - 5e1d68aac049b1ee. Mean loss in evaluation epoch: 0.02290729247033596, epochs needed: 200
evaluating individudal 1 - d4df058a75a9a806. Mean loss in evaluation epoch: 0.020030299201607704, epochs needed: 200
evaluating individudal 2 - 1f7a25c8c66346c8. Mean loss in evaluation epoch: 0.0320683978497982, epochs needed: 200
evaluating individudal 3 - cd24ab7bf23a87e6. Mean loss in evaluation epoch: 0.022150984033942223, epochs needed: 200
evaluating individudal 4 - f494753060a80a68. Mean loss in evaluation epoch: 0.04021694138646126, epochs needed: 200
evaluating individudal 5 - e8300369a7cede66. Mean loss in evaluation epoch: 0.03644220158457756, epochs needed: 200
evaluating individudal 6 - 5479500e59ae9589. Mean loss in evaluation epoch: 0.016207201406359673, epochs needed: 200
evaluating individudal 7 - 5a60f4ee9e0db742. Mean loss in evaluation epoch: 0.04129435494542122, epochs needed: 200
evaluating individudal 8 - 7d0d97091fbb4f4d. Mean loss in evaluation epoch: 0.022595210000872612, epochs needed: 200
evaluating individudal 9 - 04173d5cbee7d240. Mean loss in evaluation epoch: 0.030796904116868973, epochs needed: 200
evaluating individudal 10 - 76fe03431a5da44b. Mean loss in evaluation epoch: 0.02170703373849392, epochs needed: 200
evaluating individudal 11 - 84d04beae2609d6d. Mean loss in evaluation epoch: 0.037094902247190475, epochs needed: 200
evaluating individudal 12 - 29c71f59d229d1b3. Mean loss in evaluation epoch: 0.03970695659518242, epochs needed: 200
evaluating individudal 13 - 387d9baefb6fed64. Mean loss in evaluation epoch: 0.03888043388724327, epochs needed: 200
evaluating individudal 14 - 25aeab7eec45269b. Mean loss in evaluation epoch: 0.025962067767977715, epochs needed: 200
evaluating individudal 15 - 0aafd42b5cc4ddd7. Mean loss in evaluation epoch: 0.025079315528273582, epochs needed: 200
