num samples: 10000
NUM_TRAIN_SAMPLES: 9999
NUM_TRAIN_BATCHES: 100
NUM_TEST_SAMPLES: 9999
NUM_TEST_BATCHES: 100
BATCH_SIZE: 100
HIDDEN_SIZE: 128
NUM_DYN_EPOCHS: 20
IS_CONTINUOUS: False
USE_MAX: False
../data/final/netrd/SIS/timeseries_ba20_10k_0.1.pickle
../data/final/edges_ba20.pickle
CONTINUATION: False
CONT_ADDRESS: D:\Uni\BA\ColabOutputs\ba20\2020-12-10T22_50_22.113418
SEED: 0
NUM_DYN_EPOCHS: 20
NUM_DYN_EPOCHS_INIT: 20
DETECT_EARLY_CONVERGENCE: False
RESET_DYN_LEARNER_EVERY_NTH_GEN: 1
POP_SIZE: 10
NEWPOP_SIZE: 40
NUM_GEN: 45
USE_NODEWISE_EVALUATION: False
USE_EVALEPOCH_FOR_GUIDED_MUTATION: False
USE_DETERMINISTIC_EVAL: False
FORMAT: timeseries
--------------------- Start training ------------------------
evaluating individudal 0 - 4e763b292d202e7e. Mean loss in evaluation epoch: 0.3229973018169403, epochs needed: 20
evaluating individudal 36 - 3b3d6a83984b75f1. Mean loss in evaluation epoch: 0.31925228238105774, epochs needed: 20
evaluating individudal 37 - 3fd7f842ff6d5aed. Mean loss in evaluation epoch: 0.3194409906864166, epochs needed: 20
evaluating individudal 38 - dd44fac0727cc5ce. Mean loss in evaluation epoch: 0.3175383508205414, epochs needed: 20
evaluating individudal 39 - edd2dd08e0b13ec8. Mean loss in evaluation epoch: 0.3194050192832947, epochs needed: 20
evaluating individudal 0 - d0c3fc9caa5dc048. Mean loss in evaluation epoch: 0.3172014355659485, epochs needed: 20
evaluating individudal 1 - 1b400228fad316d4. Mean loss in evaluation epoch: 0.31713369488716125, epochs needed: 20
evaluating individudal 2 - ea039b70be640b3d. Mean loss in evaluation epoch: 0.31689268350601196, epochs needed: 20
evaluating individudal 3 - 9be12d1e0635a056. Mean loss in evaluation epoch: 0.3168592154979706, epochs needed: 20
evaluating individudal 4 - 7559ee8acd05517c. Mean loss in evaluation epoch: 0.3167777359485626, epochs needed: 20
evaluating individudal 5 - 62f7b84b72557c0c. Mean loss in evaluation epoch: 0.31680554151535034, epochs needed: 20
evaluating individudal 6 - 10661f5cb6e2b7e4. Mean loss in evaluation epoch: 0.31740492582321167, epochs needed: 20
evaluating individudal 7 - 83b54fc6dc5881fb. Mean loss in evaluation epoch: 0.31758880615234375, epochs needed: 20
evaluating individudal 8 - ecea9a39694eb3f1. Mean loss in evaluation epoch: 0.3172650933265686, epochs needed: 20
evaluating individudal 9 - de0072f07680abc3. Mean loss in evaluation epoch: 0.31688615679740906, epochs needed: 20
Round 9 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 7559ee8acd05517c, num_times_seen_before: 2
ACC: 0.4736842105263158
TPR/FPR: 0.4444444444444444, 0.5194805194805194
Loss: 0.3167777359485626
Timestamp: 4654.4344786500005
---------------------------------------------------------------
evaluating individudal 0 - 5b9573a2913aca20. Mean loss in evaluation epoch: 0.3205539882183075, epochs needed: 20
evaluating individudal 1 - af12029b37b46857. Mean loss in evaluation epoch: 0.31751787662506104, epochs needed: 20
evaluating individudal 2 - aee026293ef34dea. Mean loss in evaluation epoch: 0.3197415769100189, epochs needed: 20
evaluating individudal 3 - 4f8f7d8c1f7fde3b. Mean loss in evaluation epoch: 0.3195280432701111, epochs needed: 20
evaluating individudal 4 - 2bc82d40b4e1fa56. Mean loss in evaluation epoch: 0.31892818212509155, epochs needed: 20
evaluating individudal 5 - be518ecefc140a5c. Mean loss in evaluation epoch: 0.31856590509414673, epochs needed: 20
evaluating individudal 6 - 9fc4d0d7ce220587. Mean loss in evaluation epoch: 0.3176443874835968, epochs needed: 20
evaluating individudal 7 - e3887e05a01f1fad. Mean loss in evaluation epoch: 0.31727099418640137, epochs needed: 20
evaluating individudal 8 - f78c73ef5553443a. Mean loss in evaluation epoch: 0.3186390697956085, epochs needed: 20
evaluating individudal 9 - 4ac20f8b46325bc9. Mean loss in evaluation epoch: 0.31936052441596985, epochs needed: 20
evaluating individudal 10 - 3e684ca0092aa670. Mean loss in evaluation epoch: 0.31835654377937317, epochs needed: 20
evaluating individudal 11 - c2901165e875d793. Mean loss in evaluation epoch: 0.3178267478942871, epochs needed: 20
evaluating individudal 12 - 57b20cb39400b92e. Mean loss in evaluation epoch: 0.318437784910202, epochs needed: 20
evaluating individudal 13 - e25a132d9b8f0178. Mean loss in evaluation epoch: 0.3192228078842163, epochs needed: 20
evaluating individudal 14 - b454f1b39821ccb8. Mean loss in evaluation epoch: 0.31898799538612366, epochs needed: 20
evaluating individudal 15 - 84efda5bdb70b8e9. Mean loss in evaluation epoch: 0.3174550235271454, epochs needed: 20
evaluating individudal 16 - 657e4a6b00bedf18. Mean loss in evaluation epoch: 0.3197709619998932, epochs needed: 20
evaluating individudal 17 - e82f566546f10234. Mean loss in evaluation epoch: 0.31904134154319763, epochs needed: 20
evaluating individudal 18 - e84ce272fad7205c. Mean loss in evaluation epoch: 0.31945815682411194, epochs needed: 20
evaluating individudal 19 - e2baccf281d1e8af. Mean loss in evaluation epoch: 0.3181231617927551, epochs needed: 20
evaluating individudal 20 - f5d4d0d4a66a37a3. Mean loss in evaluation epoch: 0.3199293315410614, epochs needed: 20
evaluating individudal 21 - 705012a7f2b51749. Mean loss in evaluation epoch: 0.319771945476532, epochs needed: 20
evaluating individudal 22 - 13b52fc6146176e4. Mean loss in evaluation epoch: 0.3181016743183136, epochs needed: 20
evaluating individudal 23 - 5f92c9e07649163d. Mean loss in evaluation epoch: 0.31822946667671204, epochs needed: 20
evaluating individudal 24 - 69f219e78f40796a. Mean loss in evaluation epoch: 0.3184735178947449, epochs needed: 20
evaluating individudal 25 - 8916821794437810. Mean loss in evaluation epoch: 0.3178909122943878, epochs needed: 20
evaluating individudal 26 - 9a4f8c8c78711564. Mean loss in evaluation epoch: 0.3182131052017212, epochs needed: 20
evaluating individudal 27 - cab232383daf91ae. Mean loss in evaluation epoch: 0.3180270791053772, epochs needed: 20
evaluating individudal 28 - 1b5be2dc03e00300. Mean loss in evaluation epoch: 0.31852975487709045, epochs needed: 20
evaluating individudal 29 - 686417a476e7e635. Mean loss in evaluation epoch: 0.31771984696388245, epochs needed: 20
evaluating individudal 30 - 8c5edf5552859bb8. Mean loss in evaluation epoch: 0.31812748312950134, epochs needed: 20
evaluating individudal 31 - 3d3e25ab507c4960. Mean loss in evaluation epoch: 0.31844979524612427, epochs needed: 20
evaluating individudal 32 - 7c2d4ba432b4e3b6. Mean loss in evaluation epoch: 0.31887930631637573, epochs needed: 20
evaluating individudal 33 - 9b8b4b12d5bf0446. Mean loss in evaluation epoch: 0.32049742341041565, epochs needed: 20
evaluating individudal 34 - 566915116459541b. Mean loss in evaluation epoch: 0.3177635073661804, epochs needed: 20
evaluating individudal 35 - 1b31fc7c2693498f. Mean loss in evaluation epoch: 0.3201313018798828, epochs needed: 20
evaluating individudal 36 - feea67e934269364. Mean loss in evaluation epoch: 0.3177199363708496, epochs needed: 20
evaluating individudal 37 - 1473a7e505248dfa. Mean loss in evaluation epoch: 0.31723299622535706, epochs needed: 20
evaluating individudal 38 - 6426da87ba54b824. Mean loss in evaluation epoch: 0.31773728132247925, epochs needed: 20
evaluating individudal 39 - 6101a6b0fc9c57a8. Mean loss in evaluation epoch: 0.31960344314575195, epochs needed: 20
evaluating individudal 0 - 7559ee8acd05517c. Mean loss in evaluation epoch: 0.3171578347682953, epochs needed: 20
evaluating individudal 1 - 62f7b84b72557c0c. Mean loss in evaluation epoch: 0.31689637899398804, epochs needed: 20
evaluating individudal 2 - 9be12d1e0635a056. Mean loss in evaluation epoch: 0.3167296051979065, epochs needed: 20
evaluating individudal 3 - de0072f07680abc3. Mean loss in evaluation epoch: 0.3170859217643738, epochs needed: 20
evaluating individudal 4 - ea039b70be640b3d. Mean loss in evaluation epoch: 0.3168107271194458, epochs needed: 20
evaluating individudal 5 - dcb9bb29e1fe5a1b. Mean loss in evaluation epoch: 0.3173547089099884, epochs needed: 20
evaluating individudal 6 - 1b400228fad316d4. Mean loss in evaluation epoch: 0.31653374433517456, epochs needed: 20
evaluating individudal 7 - d0c3fc9caa5dc048. Mean loss in evaluation epoch: 0.31655412912368774, epochs needed: 20
evaluating individudal 8 - 0f1172a040771200. Mean loss in evaluation epoch: 0.31736740469932556, epochs needed: 20
evaluating individudal 9 - ecea9a39694eb3f1. Mean loss in evaluation epoch: 0.3169657588005066, epochs needed: 20
Round 10 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 1b400228fad316d4, num_times_seen_before: 3
ACC: 0.4157894736842105
TPR/FPR: 0.3333333333333333, 0.564935064935065
Loss: 0.31653374433517456
Timestamp: 5173.780234045997
---------------------------------------------------------------
evaluating individudal 0 - 70cbd873e6c9b1c3. Mean loss in evaluation epoch: 0.31795910000801086, epochs needed: 20
evaluating individudal 1 - 351e5f6875e9a90f. Mean loss in evaluation epoch: 0.31796759366989136, epochs needed: 20
evaluating individudal 2 - 642dfcfdd2cb3039. Mean loss in evaluation epoch: 0.31917789578437805, epochs needed: 20
evaluating individudal 3 - 5dd1599cc2f8a66f. Mean loss in evaluation epoch: 0.31798431277275085, epochs needed: 20
evaluating individudal 4 - 0abcc17b3799fcc5. Mean loss in evaluation epoch: 0.3183494210243225, epochs needed: 20
evaluating individudal 5 - a016fa89c0acec18. Mean loss in evaluation epoch: 0.3186296224594116, epochs needed: 20
evaluating individudal 6 - 08601fc9d7fd24c9. Mean loss in evaluation epoch: 0.31796908378601074, epochs needed: 20
evaluating individudal 7 - ade610e25d77688f. Mean loss in evaluation epoch: 0.3180687725543976, epochs needed: 20
evaluating individudal 8 - 4dc41bf5f9ee09fd. Mean loss in evaluation epoch: 0.31787216663360596, epochs needed: 20
evaluating individudal 9 - c8d97db5ea7a9820. Mean loss in evaluation epoch: 0.3190675377845764, epochs needed: 20
evaluating individudal 10 - 2870616ec9a2c79d. Mean loss in evaluation epoch: 0.3177807033061981, epochs needed: 20
evaluating individudal 11 - 8f4264e650f92026. Mean loss in evaluation epoch: 0.31992197036743164, epochs needed: 20
evaluating individudal 12 - de302f00cda9f6bf. Mean loss in evaluation epoch: 0.31879472732543945, epochs needed: 20
evaluating individudal 13 - 84c878d5229a7997. Mean loss in evaluation epoch: 0.3191342055797577, epochs needed: 20
evaluating individudal 14 - 6711ca1822e1923e. Mean loss in evaluation epoch: 0.31979116797447205, epochs needed: 20
evaluating individudal 15 - a116a2aad09860c2. Mean loss in evaluation epoch: 0.3179832100868225, epochs needed: 20
evaluating individudal 16 - 4417e12d814df5b6. Mean loss in evaluation epoch: 0.31747645139694214, epochs needed: 20
evaluating individudal 17 - 38724de80e75ca3e. Mean loss in evaluation epoch: 0.31808269023895264, epochs needed: 20
evaluating individudal 18 - 528dc7097ced18c7. Mean loss in evaluation epoch: 0.3189157247543335, epochs needed: 20
evaluating individudal 19 - 0cbff47e333dfcde. Mean loss in evaluation epoch: 0.3182084858417511, epochs needed: 20
evaluating individudal 20 - 34b7789544eccbe3. Mean loss in evaluation epoch: 0.3183346092700958, epochs needed: 20
evaluating individudal 21 - ca301c0b643f5e96. Mean loss in evaluation epoch: 0.3182990849018097, epochs needed: 20
evaluating individudal 22 - fbdca76482be79b5. Mean loss in evaluation epoch: 0.31766679883003235, epochs needed: 20
evaluating individudal 23 - 838329549bc7ea9a. Mean loss in evaluation epoch: 0.31842395663261414, epochs needed: 20
evaluating individudal 24 - f1e16b9fd180555e. Mean loss in evaluation epoch: 0.318494588136673, epochs needed: 20
evaluating individudal 25 - e3b3749d2d7fed50. Mean loss in evaluation epoch: 0.31824779510498047, epochs needed: 20
evaluating individudal 26 - 5f37054d582835ad. Mean loss in evaluation epoch: 0.31821998953819275, epochs needed: 20
evaluating individudal 27 - c0cc488d5c18843b. Mean loss in evaluation epoch: 0.3186822235584259, epochs needed: 20
evaluating individudal 28 - d4aae2c0b88d3ff0. Mean loss in evaluation epoch: 0.3174634873867035, epochs needed: 20
evaluating individudal 29 - 6ef570c2bfb405c7. Mean loss in evaluation epoch: 0.31778666377067566, epochs needed: 20
evaluating individudal 30 - d789fa846765fc34. Mean loss in evaluation epoch: 0.31990256905555725, epochs needed: 20
evaluating individudal 31 - 03671e4f30fae0e2. Mean loss in evaluation epoch: 0.3181142807006836, epochs needed: 20
evaluating individudal 32 - 4e0c996505e6a017. Mean loss in evaluation epoch: 0.3192181885242462, epochs needed: 20
evaluating individudal 33 - c3a05ce38aa7bc2c. Mean loss in evaluation epoch: 0.3192219138145447, epochs needed: 20
evaluating individudal 34 - 5ee7348c4cf394ec. Mean loss in evaluation epoch: 0.31862929463386536, epochs needed: 20
evaluating individudal 35 - aea919ecc3cc109f. Mean loss in evaluation epoch: 0.3199827969074249, epochs needed: 20
evaluating individudal 36 - 47d803c12d137929. Mean loss in evaluation epoch: 0.3188156485557556, epochs needed: 20
evaluating individudal 37 - 0293b0e6835a560b. Mean loss in evaluation epoch: 0.3208629786968231, epochs needed: 20
evaluating individudal 38 - ba3c8d64c604fdd5. Mean loss in evaluation epoch: 0.3184582591056824, epochs needed: 20
evaluating individudal 39 - d29a50774cd8124c. Mean loss in evaluation epoch: 0.3179410994052887, epochs needed: 20
evaluating individudal 0 - 1b400228fad316d4. Mean loss in evaluation epoch: 0.31670212745666504, epochs needed: 20
evaluating individudal 1 - d0c3fc9caa5dc048. Mean loss in evaluation epoch: 0.316579669713974, epochs needed: 20
evaluating individudal 2 - 9be12d1e0635a056. Mean loss in evaluation epoch: 0.31684809923171997, epochs needed: 20
evaluating individudal 3 - ea039b70be640b3d. Mean loss in evaluation epoch: 0.31685611605644226, epochs needed: 20
evaluating individudal 4 - 62f7b84b72557c0c. Mean loss in evaluation epoch: 0.31704404950141907, epochs needed: 20
evaluating individudal 5 - ecea9a39694eb3f1. Mean loss in evaluation epoch: 0.31772610545158386, epochs needed: 20
evaluating individudal 6 - de0072f07680abc3. Mean loss in evaluation epoch: 0.3173118233680725, epochs needed: 20
evaluating individudal 7 - 7559ee8acd05517c. Mean loss in evaluation epoch: 0.3168918788433075, epochs needed: 20
evaluating individudal 8 - 1473a7e505248dfa. Mean loss in evaluation epoch: 0.3175441324710846, epochs needed: 20
evaluating individudal 9 - e3887e05a01f1fad. Mean loss in evaluation epoch: 0.31766146421432495, epochs needed: 20
Round 11 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: d0c3fc9caa5dc048, num_times_seen_before: 1
ACC: 0.3789473684210526
TPR/FPR: 0.5, 0.6493506493506493
Loss: 0.316579669713974
Timestamp: 5692.497286436999
---------------------------------------------------------------
evaluating individudal 0 - c787bc864ab78477. Mean loss in evaluation epoch: 0.31994709372520447, epochs needed: 20
evaluating individudal 1 - cc0da169a3e1be68. Mean loss in evaluation epoch: 0.31804177165031433, epochs needed: 20
evaluating individudal 2 - 27b5d2fd7ddc1b40. Mean loss in evaluation epoch: 0.3192668557167053, epochs needed: 20
evaluating individudal 3 - d79c63c8fb5e2880. Mean loss in evaluation epoch: 0.3177770972251892, epochs needed: 20
evaluating individudal 4 - 624f5a7b7e9dc4d9. Mean loss in evaluation epoch: 0.31983593106269836, epochs needed: 20
evaluating individudal 5 - 07fe16fb0c1d16ff. Mean loss in evaluation epoch: 0.3203783333301544, epochs needed: 20
evaluating individudal 6 - 601bfe2df9c80ab6. Mean loss in evaluation epoch: 0.3171662986278534, epochs needed: 20
evaluating individudal 7 - 80273a9cab06a0de. Mean loss in evaluation epoch: 0.3202342092990875, epochs needed: 20
evaluating individudal 8 - 833710f5c1bcfafc. Mean loss in evaluation epoch: 0.3192184865474701, epochs needed: 20
evaluating individudal 9 - 8978853141deacc8. Mean loss in evaluation epoch: 0.31745073199272156, epochs needed: 20
evaluating individudal 10 - eebeb8ea85383364. Mean loss in evaluation epoch: 0.31754255294799805, epochs needed: 20
evaluating individudal 11 - 027171bc178c361d. Mean loss in evaluation epoch: 0.31735238432884216, epochs needed: 20
evaluating individudal 12 - bf55b3dcbd4594a7. Mean loss in evaluation epoch: 0.3191034197807312, epochs needed: 20
evaluating individudal 13 - 39791c909e52b4dc. Mean loss in evaluation epoch: 0.318397581577301, epochs needed: 20
evaluating individudal 14 - 0daadd74f79e42db. Mean loss in evaluation epoch: 0.3215310573577881, epochs needed: 20
evaluating individudal 15 - 329685b0680727e6. Mean loss in evaluation epoch: 0.31846991181373596, epochs needed: 20
evaluating individudal 16 - 5b198f368dcd10c5. Mean loss in evaluation epoch: 0.3175335228443146, epochs needed: 20
evaluating individudal 17 - 5d12932a9cbb054e. Mean loss in evaluation epoch: 0.31835904717445374, epochs needed: 20
evaluating individudal 18 - d77fc0566a77db1c. Mean loss in evaluation epoch: 0.3193698525428772, epochs needed: 20
evaluating individudal 19 - 312b0f07708a3a09. Mean loss in evaluation epoch: 0.31770598888397217, epochs needed: 20
evaluating individudal 20 - 34d53dc250ce3851. Mean loss in evaluation epoch: 0.3196675479412079, epochs needed: 20
evaluating individudal 21 - 2ce11a5117c605e9. Mean loss in evaluation epoch: 0.31900376081466675, epochs needed: 20
evaluating individudal 22 - e278c68c9e59afed. Mean loss in evaluation epoch: 0.31933265924453735, epochs needed: 20
evaluating individudal 23 - e7948a16661dea81. Mean loss in evaluation epoch: 0.31841591000556946, epochs needed: 20
evaluating individudal 24 - 957ff0bd98167cc3. Mean loss in evaluation epoch: 0.31790828704833984, epochs needed: 20
evaluating individudal 25 - c7be5b8ee9deca1e. Mean loss in evaluation epoch: 0.3186463415622711, epochs needed: 20
evaluating individudal 26 - 8a87dc6a2d231099. Mean loss in evaluation epoch: 0.31642523407936096, epochs needed: 20
evaluating individudal 27 - 1ba13bee3aebdbb9. Mean loss in evaluation epoch: 0.31880417466163635, epochs needed: 20
evaluating individudal 28 - e46b71a2a9b75698. Mean loss in evaluation epoch: 0.31972751021385193, epochs needed: 20
evaluating individudal 29 - 804f245e7d5a2e21. Mean loss in evaluation epoch: 0.31841230392456055, epochs needed: 20
evaluating individudal 30 - 7bd1d25e45f1718f. Mean loss in evaluation epoch: 0.3191925287246704, epochs needed: 20
evaluating individudal 31 - f70400882b3fb31d. Mean loss in evaluation epoch: 0.3192458748817444, epochs needed: 20
evaluating individudal 32 - ae7494308da4ba2b. Mean loss in evaluation epoch: 0.3193240165710449, epochs needed: 20
evaluating individudal 33 - c0e31a1a4666ab26. Mean loss in evaluation epoch: 0.3186115026473999, epochs needed: 20
evaluating individudal 34 - c4626b552035f7a4. Mean loss in evaluation epoch: 0.31966209411621094, epochs needed: 20
evaluating individudal 35 - 175bae20838ac690. Mean loss in evaluation epoch: 0.3200354278087616, epochs needed: 20
evaluating individudal 36 - 1251161f6f48d3f1. Mean loss in evaluation epoch: 0.3176689147949219, epochs needed: 20
evaluating individudal 37 - 20a09f255f7a75f1. Mean loss in evaluation epoch: 0.31820744276046753, epochs needed: 20
evaluating individudal 38 - 19ae62171268d3d8. Mean loss in evaluation epoch: 0.31996843218803406, epochs needed: 20
evaluating individudal 39 - a51f436892e68b22. Mean loss in evaluation epoch: 0.3198099434375763, epochs needed: 20
evaluating individudal 0 - d0c3fc9caa5dc048. Mean loss in evaluation epoch: 0.31663885712623596, epochs needed: 20
evaluating individudal 1 - 1b400228fad316d4. Mean loss in evaluation epoch: 0.31671392917633057, epochs needed: 20
evaluating individudal 2 - 9be12d1e0635a056. Mean loss in evaluation epoch: 0.31677332520484924, epochs needed: 20
evaluating individudal 3 - ea039b70be640b3d. Mean loss in evaluation epoch: 0.316875159740448, epochs needed: 20
evaluating individudal 4 - 7559ee8acd05517c. Mean loss in evaluation epoch: 0.31698620319366455, epochs needed: 20
evaluating individudal 5 - 62f7b84b72557c0c. Mean loss in evaluation epoch: 0.31687626242637634, epochs needed: 20
evaluating individudal 6 - de0072f07680abc3. Mean loss in evaluation epoch: 0.317574143409729, epochs needed: 20
evaluating individudal 7 - d4aae2c0b88d3ff0. Mean loss in evaluation epoch: 0.3176017999649048, epochs needed: 20
evaluating individudal 8 - 4417e12d814df5b6. Mean loss in evaluation epoch: 0.3176961839199066, epochs needed: 20
evaluating individudal 9 - 1473a7e505248dfa. Mean loss in evaluation epoch: 0.31757742166519165, epochs needed: 20
Round 12 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 8a87dc6a2d231099, num_times_seen_before: 0
ACC: 0.5421052631578948
TPR/FPR: 0.3611111111111111, 0.4155844155844156
Loss: 0.31642523407936096
Timestamp: 6208.855258363998
---------------------------------------------------------------
evaluating individudal 0 - 79d09b613fe410ec. Mean loss in evaluation epoch: 0.3188856542110443, epochs needed: 20
evaluating individudal 1 - e9d880b94916c4a0. Mean loss in evaluation epoch: 0.31827300786972046, epochs needed: 20
evaluating individudal 2 - 32892416adbabce8. Mean loss in evaluation epoch: 0.3184203505516052, epochs needed: 20
evaluating individudal 3 - e6d7f9ff4ba51c48. Mean loss in evaluation epoch: 0.31725549697875977, epochs needed: 20
evaluating individudal 4 - 03a4403b87794e9c. Mean loss in evaluation epoch: 0.32075703144073486, epochs needed: 20
evaluating individudal 5 - 4d9f77e7eb7f0461. Mean loss in evaluation epoch: 0.3177943527698517, epochs needed: 20
evaluating individudal 6 - 14043f9e8ae0cee1. Mean loss in evaluation epoch: 0.31725236773490906, epochs needed: 20
evaluating individudal 7 - aee04db4601c32e0. Mean loss in evaluation epoch: 0.31722983717918396, epochs needed: 20
evaluating individudal 8 - 4b634ed2358c0959. Mean loss in evaluation epoch: 0.3187703490257263, epochs needed: 20
evaluating individudal 9 - ede9d5224552fba0. Mean loss in evaluation epoch: 0.3188629746437073, epochs needed: 20
evaluating individudal 10 - eb1889892212f337. Mean loss in evaluation epoch: 0.31869426369667053, epochs needed: 20
evaluating individudal 11 - 2f527e4859cded1d. Mean loss in evaluation epoch: 0.3180558383464813, epochs needed: 20
evaluating individudal 12 - 851e3885b3626c9c. Mean loss in evaluation epoch: 0.3184203803539276, epochs needed: 20
evaluating individudal 13 - bc7ba818d114fbc8. Mean loss in evaluation epoch: 0.31983187794685364, epochs needed: 20
evaluating individudal 14 - 9ea1ae4c76be15fe. Mean loss in evaluation epoch: 0.32178595662117004, epochs needed: 20
evaluating individudal 15 - 20d22e97d2e9f898. Mean loss in evaluation epoch: 0.32025015354156494, epochs needed: 20
evaluating individudal 16 - 59350b0a5d552c6f. Mean loss in evaluation epoch: 0.3181842267513275, epochs needed: 20
evaluating individudal 17 - 89148c4651541d97. Mean loss in evaluation epoch: 0.3181464970111847, epochs needed: 20
evaluating individudal 18 - 4ae82b020743abf0. Mean loss in evaluation epoch: 0.318306565284729, epochs needed: 20
evaluating individudal 19 - 95569ac6d00749bc. Mean loss in evaluation epoch: 0.3186606466770172, epochs needed: 20
evaluating individudal 20 - 530ae44f1eafaf69. Mean loss in evaluation epoch: 0.31916046142578125, epochs needed: 20
evaluating individudal 21 - 44f644b02f9c441b. Mean loss in evaluation epoch: 0.3195291757583618, epochs needed: 20
evaluating individudal 22 - 15726963108fd570. Mean loss in evaluation epoch: 0.3180861175060272, epochs needed: 20
evaluating individudal 23 - 68a223b15f64d723. Mean loss in evaluation epoch: 0.31963130831718445, epochs needed: 20
evaluating individudal 24 - 06ac10c3d7ea0252. Mean loss in evaluation epoch: 0.3173377215862274, epochs needed: 20
evaluating individudal 25 - e821fe4d8fe92aee. Mean loss in evaluation epoch: 0.3202689290046692, epochs needed: 20
evaluating individudal 26 - 70727b221f43a95f. Mean loss in evaluation epoch: 0.3195783197879791, epochs needed: 20
evaluating individudal 27 - 2174b4786a9f6d01. Mean loss in evaluation epoch: 0.3186861574649811, epochs needed: 20
evaluating individudal 28 - a9c73593b492dff3. Mean loss in evaluation epoch: 0.3202454447746277, epochs needed: 20
evaluating individudal 29 - 197a49f42fa791a0. Mean loss in evaluation epoch: 0.31902188062667847, epochs needed: 20
evaluating individudal 30 - 7f5f11571e09a6a1. Mean loss in evaluation epoch: 0.31699317693710327, epochs needed: 20
evaluating individudal 31 - 502463646ea7fd60. Mean loss in evaluation epoch: 0.31831255555152893, epochs needed: 20
evaluating individudal 32 - 74d39c51a9a43e9d. Mean loss in evaluation epoch: 0.3180909752845764, epochs needed: 20
evaluating individudal 33 - ddc0f01c732b102d. Mean loss in evaluation epoch: 0.3188548982143402, epochs needed: 20
evaluating individudal 34 - c0533f363bdfe8a5. Mean loss in evaluation epoch: 0.3205479383468628, epochs needed: 20
evaluating individudal 35 - fedec37f4bc66ca0. Mean loss in evaluation epoch: 0.31949031352996826, epochs needed: 20
evaluating individudal 36 - ba6c48ecde889595. Mean loss in evaluation epoch: 0.3202826976776123, epochs needed: 20
evaluating individudal 37 - 715ca25805cc119b. Mean loss in evaluation epoch: 0.31812620162963867, epochs needed: 20
evaluating individudal 38 - 1d1486863c809941. Mean loss in evaluation epoch: 0.3190654218196869, epochs needed: 20
evaluating individudal 39 - d6a5cc665fd6da84. Mean loss in evaluation epoch: 0.3196905851364136, epochs needed: 20
evaluating individudal 0 - 8a87dc6a2d231099. Mean loss in evaluation epoch: 0.31637266278266907, epochs needed: 20
evaluating individudal 1 - d0c3fc9caa5dc048. Mean loss in evaluation epoch: 0.31801655888557434, epochs needed: 20
evaluating individudal 2 - 1b400228fad316d4. Mean loss in evaluation epoch: 0.3173352777957916, epochs needed: 20
evaluating individudal 3 - 9be12d1e0635a056. Mean loss in evaluation epoch: 0.3167191445827484, epochs needed: 20
evaluating individudal 4 - ea039b70be640b3d. Mean loss in evaluation epoch: 0.31727334856987, epochs needed: 20
evaluating individudal 5 - 62f7b84b72557c0c. Mean loss in evaluation epoch: 0.31682509183883667, epochs needed: 20
evaluating individudal 6 - 7559ee8acd05517c. Mean loss in evaluation epoch: 0.31677722930908203, epochs needed: 20
evaluating individudal 7 - 601bfe2df9c80ab6. Mean loss in evaluation epoch: 0.31714409589767456, epochs needed: 20
evaluating individudal 8 - 027171bc178c361d. Mean loss in evaluation epoch: 0.31758299469947815, epochs needed: 20
evaluating individudal 9 - 8978853141deacc8. Mean loss in evaluation epoch: 0.31736549735069275, epochs needed: 20
Round 13 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 8a87dc6a2d231099, num_times_seen_before: 1
ACC: 0.5421052631578948
TPR/FPR: 0.3611111111111111, 0.4155844155844156
Loss: 0.31637266278266907
Timestamp: 6727.580668433999
---------------------------------------------------------------
evaluating individudal 0 - bca234175d5632c2. Mean loss in evaluation epoch: 0.3180500864982605, epochs needed: 20
evaluating individudal 1 - 3b8b4341930a82b4. Mean loss in evaluation epoch: 0.31865212321281433, epochs needed: 20
evaluating individudal 2 - 02d0d4b7129e16d8. Mean loss in evaluation epoch: 0.3189300298690796, epochs needed: 20
evaluating individudal 3 - e72321112359e8fe. Mean loss in evaluation epoch: 0.3183577358722687, epochs needed: 20
evaluating individudal 4 - cd9b3f9c87d9ac5c. Mean loss in evaluation epoch: 0.3181491494178772, epochs needed: 20
evaluating individudal 5 - a131e1c12ee15fe4. Mean loss in evaluation epoch: 0.31949931383132935, epochs needed: 20
evaluating individudal 6 - 1ec35cce14780eba. Mean loss in evaluation epoch: 0.3171319365501404, epochs needed: 20
evaluating individudal 7 - 750995245a4c9c80. Mean loss in evaluation epoch: 0.31760165095329285, epochs needed: 20
evaluating individudal 8 - 3c18fe0096a80f92. Mean loss in evaluation epoch: 0.31964099407196045, epochs needed: 20
evaluating individudal 9 - c98431fa26f3ee78. Mean loss in evaluation epoch: 0.3171228766441345, epochs needed: 20
evaluating individudal 10 - 6df3bc13c96e0c38. Mean loss in evaluation epoch: 0.3179657757282257, epochs needed: 20
evaluating individudal 11 - 5e1d752198178ebb. Mean loss in evaluation epoch: 0.31804177165031433, epochs needed: 20
